,0,1,2,3
0,Poliphenols (mg tyrosol/kg oil),Olive cultivar,Olive cultivar,
1,,Arno,Tevere,Basento
2,Hydroxytyrosol,4.9a,4.5a,4.0b
3,Tyrosol,4.5a,4.2b,3.9bc
4,Vanillicacid+caffeic acid,3.4a,3.0b,2.8c
5,Vanillin,0.6a,0.6a,0.4a
6,p-Coumaric acid,1.5a,1.2b,1.2b
7,Hydroxytyrosyl acetate,0.7a,0.7a,0.4b
8,Ferulic acid,7.6a,6.6b,5.9c
9,o-Coumaric acid,1.2a,1.0b,1.0b
10,Decarboxymethyl oleuropein aglycon,10.2a,9.3b,9.0b
11,oxidized dialdehydic form,,,
12,Decarboxymethyl oleuropein,61.4a,54.5b,49.8c
13,aglycon dialdehydic form,,,
14,Oleuropein+oleuropein aglycon,7.5a,6.4b,5.5c
15,dialdehydic form,,,
16,Tyrosylacetate,6.1a,6.0ab,5.7b
17,Decarboxymethyl ligstroside,3.0a,2.6b,2.5b
18,"aglycon,oxidized dialdehydic form",,,
19,Decarboxy ligstroside aglycon,30.5a,26.4a,22.7c
20,dialdehydic form+lignans,,,
21,Cinnamic acid,2.7a,2.0b,1.8b
22,"Ligstroside aglycon,dialdehydic form",15.6a,13.4b,10.5c
23,Oleuropein aglycon oxidized aldehydic,6.8a,5.3b,4.4c
24,and hydroxylic forms,,,
25,Luteolin,9.7a,8.5b,8.6b
26,Oleuropein aglycon aldehydic and,68.3a,55.4b,51.7c
27,hydroxylic forms+oleuropein aglycon,,,
28,oxidized aldehydic and hydroxylic forms,,,
29,Ligstroside aglycon oxidized aldehydic,7.9a,7.5b,7.5b
30,and hydroxylic forms,,,
31,Apigenin,4.4a,4.1a,4.3a
32,Methyl-luteolin,6.1a,5.0a,4.9a
33,Ligstroside aglycon aldehydic and,6.6a,6.0b,6.3a
34,hydroxylic forms,,,
35,Total oleuropein derivatives,148.1a,126.3b,116.4c
36,Total ligstroside derivatives,69.7a,61.9b,55.2c
37,Total flavonoids,20.2a,17.6b,17.8b
38,Total phenolic acids,16.4a,13.8b,12.7c
39,Total phenyl alcohols,10.0a,9.3b,8.3c
