,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,,,Food allergen contenta,Food allergen contenta,,,,,,,,,,,,,
1,Category,Recipes,Celery,Cereals,Crustaceans,Eggs,Fish,Lupin,Milk,Molluscs,Mustard,Tree,Peanuts,Sesame,Soya,,Sulphur dioxide
2,,,,containing,,,,,,,,nuts,,,,,and sulphites
3,,,,gluten,,,,,,,,,,,,,
4,Starters,Fiadoni,,,,,,,,,,,,,,,
5,First,Anellini alla pecorara,,,,,,,,,,,,,,,
6,courses,Brodo di cardone con,,,,,,,,,,,,,,,
7,,stracciatella e pizza rustica,,,,,,,,,,,,,,,
8,,Pan cotto,,,,,,,,,,,,,,,
9,,Pasta alla mugnaia,,,,,,,,,,,,,,,
10,,Pasta allo sparone,,J,,,,,,,,,,,,,
11,,Pizza e fuje,,,,,,,,,,,,,,,
12,,Spaghetti alla chitarra con,,,,,,,,,,,,,,1,
13,,pallottine,,,,,,,,,,,,,,,
14,Second,Agnello cacio e ove,,,,,,,,,,,,,,,
15,courses,Baccala con patate e cipolle,,J,,,,,,,,,,,,,
16,,Brodetto alla vastese,,,,,,,,,,,,,,,
17,,Pallotte cacio e ove,,J,,,,,,,,,,,,,
18,Side,Ciabott fx15,,,,,,,,,,,,,,,
19,courses,,,,,,,,,,,,,,,,
20,Desserts,Bocconotto,,,,,,,,,,,,,,,
21,,Ferratelle,,,,,,,,,,,,,,,
22,,Parrozzo,,,,,,,,,,,,,,,
23,,Pizza doce,,,,,,,,,,,,,,,
