,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,No.,Compounds Brands,A,B,C,D,E,F,G,H,,J,K,L,M,N,0
1,1,"3,4-dihydroxybenzaldehyde",0.04,0.09,0.07,0.08,0.05,0.04,0.08,0.04,0.06,0.06,0.09,,,,
2,2,caffeic acid,2.75,4.09,2.91,3.03,1.21,1.98,3.27,0.92,1.33,2.06,,,,,
3,3,vanillin,0.13,0.25,0.24,0.23,0.25,0.22,0.19,,,,,,0.05,,0.04
4,4,p-coumaric acid,0.65,0.69,0.64,0.75,0.56,0.4,0.99,0.13,0.18,0.29,0.04,,,,
5,5,ferulic acid,0.48,0.77,0.56,0.56,0.67,0.4,0.71,0.33,0.41,0.51,-,,,,
6,6,isoferulic acid,0.86,0.86,0.73,1.28,0.89,0.46,0.96,1.29,0.86,1.09,1.49,0.28,0.40,0.56,0.15
7,7,benzoic acid,0.86,,,,,,,,,,,,,,
8,8,"3,4-dimethoxycinnamic acid",0.94,1.02,0.76,0.99,1.14,0.43,1.14,0.55,0.42,0.65,1.11,0.5,0.36,0.57,0.15
9,9,cinnamic acid,0.07,0.09,0.08,0.1,0.11,0.04,0.09,0.14,0.16,0.12,0.36,2.63,0.07,0.11,0.04
10,10,4-methoxycinnamic acid,0.25,0.3,0.25,0.31,0.35,0.21,0.28,0.42,0.58,0.43,0.48,2.13,0.19,0.32,0.11
11,11,5-methoxy pinobanksin,4.79,6.99,6.32,3.65,6.73,4.05,8.13,1.31,,3.08,,0.14,,,
12,12,pinobanksin,4.08,5.84,4.43,4.73,6.12,2.71,8.17,3.06,3.22,3.12,3.01,2.44,1.50,2.21,0.14
13,13,quercetin,0.13,0.33,0.12,0.14,0.17,0.09,3.35,0.15,0.46,0.36,0.5,0.5,,,
14,14,alpinetin,0.21,0.25,0.25,0.18,0.26,0.17,0.31,0.22,0.19,0.12,0.18,,0.07,0.18,0.04
15,15,kaempferol,0.2,,0.53,0.5,0.06,,,,,,,,0.08,0.15,0.04
16,16,cinnamylideneacetic acid,0.47,0.98,,0.31,1.12,0.58,1.01,1.12,1.27,1.17,1.78,2.34,0.59,0.97,0.23
17,17,apigenin,0.58,0.54,0.47,0.65,0.66,0.44,0.63,0.38,0.31,0.48,0.56,,0.16,0.23,0.05
18,18,isorhamnetin,,1.5,1.45,1.23,1.87,1.03,1.99,0.72,0.71,1.06,1.13,,0.73,1.12,0.33
19,19,pinocembrin,8.62,7.68,7.41,8.33,10.21,4.54,10.8,3.2,2.51,3.99,7.67,0.05,3.38,5.38,2.15
20,20,benzyl caffeate,6.37,7.79,6.48,9.01,7.42,5.64,6.53,3.79,5.11,6.39,4.72,0.09,,,
21,21,pinobanksin-3-O-acetate,19.16,14.96,13.37,12.77,19.12,7.98,19.49,4.48,3.42,6.14,6.42,0.94,2.83,4.52,0.47
22,22,chrysin,12.26,12.7,11.31,12.86,25.26,9.61,15.68,9.8,8.99,8.62,14.71,0.09,6.59,11.38,3.74
23,23,phenethyl caffeate,4.15,4.55,3.42,4.16,5.12,2.54,5.03,0.33,0.5,1.31,1.84,0.74,0.46,0.71,0.04
24,24,galangin,5.99,5.79,6.09,6.61,8.3,4.58,9,5.83,4.94,5.56,9.76,6.4,3.53,6.40,2.62
25,25, benzyl p-coumarate,2.32,0.18,0.67,2.42,3.42,1.29,1.86,2.03,1.53,-,1.21,8.8,1.78,2.97,1.11
26,26,benzyl ferulate,,,,,6.09,,5.25,,,,,,,,
27,27,cinnamyl caffeate,5.63,9.91,7.59,7.55,8.64,6.9,8.43,5.27,7.54,8.78,6.93,4.29,0.88,1.67,0.64
28,28,pinostrobin,1.23,1.64,1.58,3.99,1.97,1.3,1.61,3.05,2.73,1.34,6.41,1.21,2.00,3.49,1.30
29,29,tectochrysin,1.54,2.82,2.45,3.59,3.7,1.65,3.82,5.79,4.39,3.89,6.58,3.56,3.28,5.83,2.03
30,30,cinnamyl P- cinnamate,3.35,6.24,5.49,5.62,6.25,4.95,5.17,4.28,5.88,6.64,6.3,2.88,1.24,2.24,0.55
31,31,cinnamyl cinnamate,0.31,0.63,0.64,0.62,0.71,0.46,0.64,0.7,0.59,0.63,0.88,8.69,,,
32,32,p-methoxy-cinnamic acid cinnamyl,1.89,4.17,3.58,3.84,3.75,3.46,2.91,3.35,4.36,4.87,4,9.26,,,
33,,ester,,,,,,,,,,,,,,,
34,33,9-oxo-ODE,1.59,0.8,0.58,0.73,1.41,0.78,0.79,0.72,0.68,0.73,1.9,1.06,0.54,0.97,0.16
35,34,9-oxo-ODA,1.12,2.51,1.94,1.47,1.91,0.86,2.38,0.81,1.2,1.37,4.48,2.06,2.19,3.95,0.66
36,,sum of 9-oxo-ODE and 9-oxo-ODA,2.71,3.31,2.52,2.2,3.32,1.64,3.17,1.53,1.88,2.1,6.38,5.01,2.73,4.92,0.82
37,,Ratio D,0.66,0.57,0.57,0.46,0.54,0.61,0.39,0.5,0.58,0.67,2.12,1.28,1.82,2.23,5.73
