,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,Groups,Species,,Age Groups,PTEs,,,,,,,,,,,,
1,Groups,,,,Asa,cd,Co,Cr,Cu,Fe,Hg,Mn,Ni,Pb,Se,Zn,HI
2,,,RfDd,,2.14,0.8,1.4c,5c,500,800,1.6,140,5,3.6,5,300,
3,,,RfDd,,0.0003,0.001,0.03,0.003,0.04,0.7,0.00016,0.14,0.02,0.004,0.005,0.3,
4,Crustacean,P.armatus,EDI,Adult,4.9E-01,1.1E-01,3.6E-02,2.1E-02,9.2E+00,5.1E+00,7.8E-02,3.1E-01,9.8E-02,2.0E-02,4.9E-01,2.3E+01,
5,,,,Children.,1.7E+00,1.1E-01,1.3E-01,7.2E-02,2.3E-01,1.8E+01,4.9E-01,2.2E-03,4.9E-03,7.1E-02,1.7E+00,8.1E+01,2.7E+00
6,,,THQ,Adult,1.6E+00,1.1E-01,1.2E-03,6.8E-03,2.3E-01,7.3E-03,4.9E-01,2.2E-03,4.9E-03,5.1E-03,9.8E-02,7.7E-02,2.7E+00
7,,,,Children,5.7E+00,3.9E-01,4.9E-02,2.4E-02,8.0E-01,2.6E-02,1.7E+00,7.7E-03,1.7E-02,1.8E-02,3.4E-01,2.7E-01,9.3E+00
8,,T. orientalis,EDI,Adult,7.4E-01,1.2E+00,2.8E-02,2.7E-02,4.4E+00,2.2E+00,4.3E-02,1.2E+00,1.2E-01,1.9E-02,6.5E-01,2.1E+01,
9,,,,Children,2.6E+00,4.4E+00,9.8E-02,9.3E-02,1.5E+01,7.9E+00,1.5E-01,4.2E+00,4.0E-01,6.8E-02,2.3E+00,7.2E+01,
10,,,THQ,Adult,2.5E+00,1.2E+00,9.3E-04,8.9E-03,1.1E-01,3.2E-03,2.7E-01,8.6E-03,5.8E-03,4.8E-03,1.3E-01,6.9E-02,4.3E+00
11,,,,Children,3.7E-01,4.4E+00,3.8E-02,3.1E-02,3.9E-01,1.1E-02,9.5E-01,3.0E-02,2.0E-02,1.7E-02,4.6E-01,2.4E-01,1.5E+01
12,Fish,E. orientalis,EDI,Children,3.7E-01,2.5E-03,5.0E-03,5.6E-02,2.4E-01,2.9E+00,7.0E-02,4.0E-01,3.0E-02,1.5E-02,5.3E-01,4.0E+00,
13,,,THQ,Children,1.3E+00,8.8E-03,1.8E-02,1.9E-01,8.4E-01,1.0E+01,2.4E-01,4.0E-01,1.1E-01,5.3E-02,1.8E+00,1.4E+01,
14,,,THQ,Adult,1.2E+00,2.5E-03,1.7E-04,1.9E-02,6.0E-03,4.1E-03,4.4E-01,8.1E-04,1.5E-03,3.8E-03,1.1E-01,1.3E-02,1.8E+00
15,,,,Children,4.3E+00,8.8E-03,6.8E-03,6.5E-02,2.1E-02,1.4E-02,1.5E+00,2.8E-03,5.3E-03,1.3E-02,3.7E-01,4.6E-02,6.4E+00
16,,S. longiceps,EDI,Adult,3.2E-02,2.2E-01,8.0E-02,2.3E-02,5.9E-01,4.4E+01,2.5E-02,6.0E-01,6.0E-02,2.9E-01,7.4E-01,2.0E+01,
17,,,,Children,1.1E-01,2.2E-01,8.0E-02,8.0E-02,2.1E+00,4.4E+01,8.7E-02,2.1E+00,2.1E-01,2.9E-01,7.4E-01,2.0E+01,
18,,,THQ,Children,1.1E-01,6.3E-02,7.6E-04,7.6E-03,1.5E-02,1.8E-02,1.5E-01,4.3E-03,3.0E-03,2.1E-02,4.2E-02,1.9E-02,4.6E-01
19,,,,Children,3.8E-01,2.2E-01,3.1E-02,2.7E-02,5.1E-02,6.3E-02,5.4E-01,1.5E-02,1.0E-02,7.3E-02,1.5E-01,6.7E-02,1.6E+00
20,,C. dussumieri,EDI,Adult,5.5E-01,4.1E-02,2.3E-03,2.8E-02,2.2E-01,3.9E+00,9.6E-01,1.3E-01,5.8E-02,1.6E-02,9.3E-01,2.5E+00,
21,,(muscle),,Children,1.9E+00,1.4E-01,8.1E-03,9.9E-02,7.8E-01,1.4E+01,3.3E+00,4.4E-01,2.0E-01,5.5E-02,3.3E+00,8.7E+00,
22,,,THQ,Adult:,1.8E+00,4.1E-02,7.7E-05,9.4E-03,5.6E-03,5.6E-03,6.0E+00,9.0E-04,2.9E-03,3.9E-03,1.9E-01,8.3E-03,8.1E+00
23,,C. dussumieri,,Children,6.5E+00,1.4E-01,3.1E-03,3.3E-02,1.9E-02,2.0E-02,2.1E+01,3.2E-03,1.0E-02,1.4E-02,6.5E-01,2.9E-02,2.8E+01
24,,C. dussumieri,EDI,Adult,2.9E-01,1.1E+00,1.2E-02,1.3E-02,7.8E-01,6.9E+01,5.6E-01,3.5E-01,2.2E-02,1.1E-02,3.1E+00,3.2E+00,
25,,(liver),,Children,1.0E+00,3.7E+00,4.1E-02,4.6E-02,2.7E+00,2.4E+02,2.0E + 00,1.2E+00,7.9E-02,3.8E-02,1.1E+01,1.1E+01,
26,,,THQ,Adult,9.6E-01,1.1E+00,3.9E-04,4.4E-03,1.9E-02,9.9E-02,3.5E+00,8.7E-03,1.1E-03,2.7E-03,6.2E-01,1.1E-02,6.3E+00
27,,,,Children,3.3E+00,3.7E+00,1.6E-02,1.5E-02,6.8E-02,3.5E-01,1.2E+01,8.7E-03,3.9E-03,9.4E-03,2.2E+00,3.7E-02,2.2E+01
28,Mollusc,S. pharanois,EDI,Adult,7.3E-01,1.9E-01,3.4E-02,2.7E-02,3.0E+00,1.1E+00,6.6E-02,9.5E-02,5.7E-02,2.1E-02,3.6E-01,1.2E+01,
29,,,,Children,2.6E+00,1.9E-01,1.2E-01,9.4E-02,1.0E+01,3.7E+00,2.3E-01,3.3E-01,2.0E-01,7.2E-02,1.3E+00,4.3E+01,
30,,,THQ,Adult,2.4E+00,1.9E-01,1.1E-03,9.0E-03,7.4E-02,1.5E-03,4.1E-01,6.8E-04,2.8E-03,5.1E-03,7.1E-02,4.1E-02,3.2E+00
31,,,,Children,8.5E+00,6.5E-01,4.6E-02,3.1E-02,2.6E-01,5.3E-03,1.4E+00,2.4E-03,9.9E-03,1.8E-02,2.5E-01,1.4E-01,1.1E+01
