,0,1,2,3,4,5,6,7,8,9,10,11,12
0,"serving""",serving g),Median,Meensd(n,Median Heansd(n,Median Heansd(n,Median Meansd(n,Median Meansd(n,Median,Mean_sd(n),Median,Meansd(n),Median Meansd(n
1,Butter,,,.010.0128,,0.010.01(28,0.000,0.0010.00127,D.000,,,,
2,1T,14,0.01,.010.0128,0.01,0.010.01(28,0.000,0.0010.00127,D.000,0.0010.001280.0000.0000.001280.0000.0000.00128,0.0010.001280.0000.0000.001280.0000.0000.00128,0.0010.001280.0000.0000.001280.0000.0000.00128,0.0010.001280.0000.0000.001280.0000.0000.00128
3,Mayonnaise,,0.03,,,,,,,,,,0.0000.0010.00128
4,",T",14,0.03,.030.0128,0.02,0.020.01(28,0.002,0.0010.00127,0.001,0.0020.005280.0000.0000.00028,0.0020.005280.0000.0000.00028,0.0020.005280.0000.0000.00028,0.0000.0010.00128
5,1T,15,0.01,0.010.0128,0.00,0.000.01(28,0.000,0.001.0027,0.002,0.0020.00228,0.000D.0000.00025,0.000D.0000.00025,0.0000.0000.00028
6,Half half cream,,0.00,0.01.0128,0.05,0.050.01(28,0.000,,,,,,0.0020.0030.00228
7,,15,0.00,0.01.0128,0.05,0.050.01(28,0.000,0.0010.00127,,D.0000.001280.0000.0000.00028,D.0000.001280.0000.0000.00028,D.0000.001280.0000.0000.00028,0.0020.0030.00228
8,Powdered cream,,0.01,0.010.01(28,,0.010.0028,0.000,,0.001,,,,0.0000.0010.00127
9,substitute1T,,0.01,0.010.01(28,0.01,0.010.0028,0.000,0.0000.001(27,0.001,0.0010.000280.0000.0000.00028,0.0010.000280.0000.0000.00028,0.0010.000280.0000.0000.00028,0.0000.0010.00127
10,"Brown gravy,fron mix",,,0.030.0128,0.01,.010.0128,0.001,0.0010.00127,0.008,,,,.0000.0010.00128
11,,16,0.03,0.030.0128,0.01,.010.0128,0.001,0.0010.00127,0.008,.0080.003280.0000.0000.00028,.0080.003280.0000.0000.00028,.0080.003280.0000.0000.00028,.0000.0010.00128
