,0,1,2,3,4,5,6,7,8,9,10,11
0,Method,Parameter,MSC,,,,,MC,,,,
1,,,C73,C77,C83,C91,C95,C73,C77,C83,C91,C95
2,LDA,Sensitivity,0.933,1.000,1.000,1.000,1.000,0.000,0.600,0.800,0.933,0.857
3,,Precision,1.000,1.000,1.000,1.000,0.984,0.983,0.932,0.931,0.948,0.830
4,,Precision,1.000,1.000,1.000,1.000,0.938,0.000,0.692,0.750,0.823,0.546
5,MDA,Sensitivity,1.000,1.000,1.000,1.000,1.000,0.357,0.800,0.733,1.000,0.714
6,,Specificity,1.000,1.000,1.000,1.000,1.000,0.915,0.883,1.000,0.947,0.915
7,,Precision,1.000,1.000,1.000,1.000,1.000,0.500,0.632,1.000,0.833,0.667
8,RDA,Specificity,1.000,1.000,1.000,1.000,1.000,0.000,0.533,0.667,1.000,1.000
9,,Specificity,1.000,1.000,1.000,1.000,1.000,1.000,0.914,0.952,0.931,0.763
10,,Precision,1.000,1.000,1.000,1.000,1.000,0.000,0.466,0.769,0.789,1.000
11,QDA,Sensitivity,1.000,1.000,1.000,1.000,1.000,0.000,0.466,0.733,1.000,1.000
12,,Specificity,1.000,1.000,1.000,1.000,1.000,1.000,0.931,0.948,0.948,0.729
13,,Precision,1.000,1.000,1.000,1.000,1.000,0.000,0.636,0.786,1.000,0.467
14,PLS-DA Bayesian Inference,Sensitivity,1.000,1.000,1.000,1.000,1.000,0.143,0.267,0.733,1.000,1.000
15,,Specificity,1.000,1.000,1.000,1.000,1.000,0.898,0.983,0.966,0.948,0.746
16,,Precision,1.000,1.000,1.000,1.000,1.000,0.250,0.800,0.846,0.833,0.483
17,SIMCA,Sensitivity,1.000,1.000,1.000,1.000,1.000,0.333,0.375,0.625,0.469,0.333
18,,Precision,1.000,1.000,1.000,1.000,1.000,0.831,0.757,0.885,0.973,0.333
19,,Precision,1.000,1.000,1.000,1.000,1.000,0.333,0.306,0.454,0.789,0.333
