,0,1,2,3,4,5,6,7,8
0,No.,tR,[M-H]-,m/z (% base peak),Assigned identification,1st,2nd,3rd,4th
1,,(min),m/z,,,HD,HD,HD,HD
2,1,1.8,191,"MS[191]:17322,111100)",Citric acid,J,,J,J
3,,,,"MS2[375]:213100,16910,1513,1257",,,,,
4,2,2.9,375,"MS3[375-213]:169100,12586",Dihydrocominic acid,,,,J
5,,,,"MS4[375-213-169]:151100,12548",,,,,
6,3,3.6,315,MS[315-153]:123100,Hydroxytyrosol glucoside,,J,:,
7,,,,"MS2[407]:389 (98),37717),375 (81,357 (100),313 (60),",,,,,
8,4,4.2,407,161 (9,acid,,J,J,J
9,,,,MS[407-357-177]:133100,,,,,
10,5,7.6,389,"MS3 [389-345]:301(72,165100,14374,115(96",Oleoside/secologanoside,J,J,,
11,6,10.4,403,"MS[403-223]:16312,121(100,1018",Oleoside-11-methylester,J,J,J,J
12,7,10.9,377,MS[377-197]:153100,Oleuropein aglycone,,,J,J
13,8,13.5,337,"MS2 [337]:221 (3,178(48,114(100)",Unknown,J,J,J,
14,9,16.1,477,MS3[477-179]:135100),Calceolarioside B,J,J,J,
15,10,19.7,609,"MS3 [609-301]:27158,179(100,15172",Rutin*,J,J,J,J
16,11,20.7,623,"MS[623-461]:31568,16173,135100",Verbascoside,,,,J
17,12,21.6,543,"MS3 [543-525]:38994,357(63,313100,15126)",Dihydrooleuropein,J,J,J,
18,,,,"MS2[701]:53958,377100,30778,27574",,,,,
19,13,23.1,701,"MS3[701-377]:34510,307100,27566",Oleuropein glucoside,J,J,J,
20,,,,"MS[701-377-307]:275(100,13936",,,,,
21,14,24.4,551,"MS3 [551-507]:34175,281(69),161(100",6'--Hexopyranosyloleoside,J,J,J,
22,15,24.9,381,"MS3[381-331]:28710,195(16,151100",acyclodihydroelenolate,J,J,,
23,,,,"MS2 [569]: 537 (80),403 (100),223 (25",,,,,
24,16,26.0,569,"MS3[569-403]:37111,223100,179(65",Elenolic acid glucoside derivative,,,,
25,,,,"MS [569-403-223]:121100,101(33",,,,,
26,,,,"MS2 [539]:377(100,307 (56,275(49)",,,,,
27,17,27.3,539,"MS3 [539-377]:307 (100,275(87),139(7,121(11)",Oleuropein*,,J,J,J
28,,,,"MS4[539-377-307]:275(100,13914",,,,,
29,18,28.7,535,"MS3 [535-491]:345(37),307 (43),265(42,145(100)",Comselogoside isomer,J,J,J,
30,19,29.8,539,"MS3[539-275]:14911,139100,11313",Oleuropein isomer,,,J,J
31,20,30.5,535,"MS3 [535491]:345(46,325(73,145(100",Comselogoside isomer,,,J,
32,21,30.9,473,MS3[473-195]:165(100,Unknown,J,J,J,J
33,22,31.5,601,MS[601-197]:153100,Syringic acid derivative,J,J,J,J
34,,,,"MS[523]:361100,29166,259(47",,,,,
35,23,32.5,523,"MS3[523-361]:291100,25956,2237)",Ligstroside,J,,J,J
36,,,,"MS4[523-361291]:1713713999,111100",,,,,
