,0,1,2
0,Scientific name,Common name,Antioxidant capacity
1,,,(mol BHT equiv/g
2,,,fresh weight(meanSD
3,Raw fruit,,
4,Averrhoa carambola L,Star fruit,5.30.1
5,Malus domestica Borkh,Gala apple flesh only,2.10.2
6,Malus domestica Borkh,Gala apple peel,4.70.3
7,Eriobotyra lindley,Nespera,2.8 0.3
8,Ananus sativus,Pineapple,2.00.1
9,Morus nigra,Mulberry,19.80.7
10,Syzygium cumini,Jambolao,1.80.1
11,Psidium guajava L.,"White guava,flesh only",1.70.1
12,Psidium guajava L.,White guava peel,0.70.1
13,Psidium guajava L.,"Red guava, flesh only",2.00.2
14,Psidium guajava L.,Red guava peel,3.80.3
15,Frozen fruitpulp,,
16,Psidium guajava L.,Red guava,3.2 0.3
17,Anacardium occidentale L.,Cashew apple,7.60.8
18,Malpighia glaba,Acerola,1.10.1
19,Annona muricate,Graviola,0.50.0
20,Byrsonima sericea,Murici,2.1 0.2
21,Euterpea oleraceae,Acai,18.20.8
22,Rubus fructicosus,Blackberry,5.5  0.4
