,0,1,2,3,4,5
0,Reference,Carrot,Cauliflower,,White cabbage,
1,Kuhnle et al.2009a,TIF:5.20g/100gdw,TIF:4.50g/100g(dw,,,
2,,TL: 665.1 g/100g (dw),TL:85.1g/100gdw,,,
3,,COU:1.41 g/100 g(dw),COU:1.30g/100gdw,,,
4,Kuhnle et al. (2009b),TIF:4.0g/100 g(ww,TIF<1.00g/100gww,,TIF:<1.00g/100gww,
5,,TL:121.0g/100g(ww),TL:14.0g/100 g(ww),,TL:11.0g/100 g (ww),
6,,COU:<1.0g/100g(ww,COU:0.0 g/100 g (ww),,COU:<1.00g/100gww,
7,"Liggins et al.(2000a,b)",Daidzein and genistein have not been determined,,1,Daidzein has not been determined,
8,,,,,Genistein;3.20g/100 g(ww),
9,Thompson et al. (2006),TIF:0.20g/100 g(ww,,,TIF0.90g/100gww,
10,,TL:6.40g/100g (ww,,,TL:79.1 g/100g (ww),
11,,COU:0.00g/100gww,,,COU:0.00g/100gww,
12,Schwartz and Sontag (2006),SECO:0.72-1.77mg/kg (ww),,,,-
