,0,1,2,3,4,5
0,,,n,Analysed TF,Labelled folic acid values,Percent of label value%
1,,,,g/100g,g/100g,
2,Cereal matrix,Wheat,25,427 (347-507),231201-261,182(160-205)
3,,Corn,18,253 (193-312,183(163-202,145(110-182)
4,,Bran/whole wheat,17,362(310-416),208(174-241,186(152-221
5,,Oat,8,301 (206-395),161123-200,187(137-237)
6,,Rice,5,301 (227-375),168 (166-170),180(135-223
7,Comercial type,Children's,34,264(232-300),170157-181,160(140-177)
8,,Low fat,15,537 (445-630),150 (42-258,192 (160-221)
9,,Muesli,3,317 (172-463),150 (42-258,217 (106-330)
