,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,Group,Bark yield,Bark chemicals concentrations (mg/g),Bark chemicals concentrations (mg/g),,,,,Leaf chemicals concentrations (mg/g),Leaf chemicals concentrations (mg/g),,,,
1,No.(n),(kg/stem),Cinnamaldehyde,Cinnamylalcohol,Cinnamylacetate,Eugenol,Coumarin,Coumaric,Cinnamaldehyde,Cinnamylalcohol,Cinnamylacetate,Eugenol,Coumarin,Coumaric
2,No.(n),(kg/stem),,,,,,acid,,,,,,acid
3,151,0.16 ,7.79  4.67cd,0.29  0.43cdef,0.07  0.30d,0.26 ,0.00,0.00 ,0.46  0.86,0.06  0.13b,0.17  0.26cd,20.53 ,0.00 ,0.00 
4,151,0.09ab,,,,0.82,0.0bc,0.0oa,,,,10.9bed,0.01c,0.01cd
5,2 (21),0.27ab,6.40  5.09cd,0.34  0.40cdef,0.13  0.39d,0.08 ,0.00 ,0.00 ,0.43  0.35,0.04  0.05b,0.37  0.44cd,30.87 ,0.00 ,0.00 
6,,0.27ab,,,,0.21,0.01 bc,0.00a,,,,13.9b,0.00c,0.01cd
7,3 (8,0.03ab,12.28  5.5bc,0.10  0.18f,0.00  0.0od,0.07 ,0.02 ,0.01 ,0.21  0.45,1.36  1.42a,0.12  0.13cd,13.8cde,0.02 ,0.00 
8,,0.03ab,,,,0.14,0.01ab,0.01bc,,,,13.8cde,0.03bc,0.01cd
9,4 (27),0.14 ,8.44  4.18cd,0.27  0.33cdef,0.01  0.07d,0.09 ,0.01 ,0.00 ,0.37  0.29,0.11  0.23b,0.14  0.21cd,23.54 ,0.00 ,0.00 
10,,0.09ab,,,,0.27,0.01bc,0.ooa,,,,10.1bcd,0.00c,0.01cd
11,5(2),0.12 ,5.77  0.78d,0.01  0.02f,0.00  0.00d,0.00 ,0.00 ,0.00 ,0.48  0.40,0.05  0.07b,0.00  0.00d,64.91 ,0.00 ,0.09 
12,,0.01b,,,,0.00,0.00c,0.00a,,,,14.5a,0.00c,0.06a
13,6 (51),0.14,8.98  5.08cd,0.24  0.34cdef,0.04  0.13d,0.25 ,0.01 ,0.00 ,0.39  0.76,0.06  0.10b,0.18  0.34cd,19.54 ,0.01 ,0.00 
14,,0.12ab,,,,0.50,0.01bc,0.0oa,,,,9.41bcd,0.05bc,0.01cd
15,7 (96),0.19 ,8.57  4.63cd,0.39  0.50cdef,0.09  0.29d,0.18 ,0.00 ,0.00 ,0.30 0.25,0.08  0.21b,0.29  0.48cd,23.45 ,0.00 ,0.00 
16,,0.15ab,,,,0.36,0.01bc,0.00a,,,,11.1bed,0.00c,0.01cd
17,813,0.15 ,11.24  6.2cd,0.72  0.89cde,0.10  0.24d,0.10 ,0.01 ,0.00 ,0.36  0.40,0.14  0.26b,0.21  0.18cd,20.56 ,0.02 ,0.03 
18,,0.15ab,,,,0.23,0.01bc,0.01cd,,,,9.59bed,0.05bc,0.05b
19,9(7,0.11,18.27  3.3a,0.81 1.07bc,0.35 0.7bed,0.31 ,0.00 ,0.01 ,0.33  0.25,0.04  0.03b,0.03  0.06cd,26.64 ,0.00 ,0.00 
20,,0.05b,,,,0.53,0.01bc,0.02ab,,,,6.52bc,0.00c,0.01cd
21,10(14,0.18 ,15.45  3.6ab,0.73  0.67cd,0.32 0.6bed,0.35 ,0.02 ,0.00 ,0.18  0.19,0.18  0.39b,0.19  0.22cd,17.89 ,0.00 ,0.00 
22,,0.15ab,,,,0.50,0.01ab,0.00a,,,,10.0bede,0.00c,0.01cd
23,11(38),0.13 ,6.04  4.07d,0.26  0.36cdef,0.080.3bed,0.17 ,0.00 ,0.00 ,0.38  0.83,0.13  0.25b,0.28  0.39cd,11.gbede,0.00 ,0.00 
24,,0.13b,,,,0.32,0.01bc,0.00a,,,,11.gbede,0.01c,0.01cd
25,125,0.20,14.92  4.5ab,0.34  0.33ef,0.50  1.12bc,0.15,0.00 ,0.00 ,0.31 0.14,0.04  0.06b,0.50  0.95c,14.21 ,0.00,0.02
26,,0.11ab,,,,0.34,0.00c,0.00a,,,,9.13cdef,0.00c,0.01c
27,13 (20),0.12 ,9.15  5.5cd,0.13  0.15f,0.00  0.01d,0.18 ,0.03 ,0.00 ,0.22  0.25,0.26  0.39b,0.20  0.23cd,14.37 ,0.00 ,0.00 
28,,0.07b,,,,0.25,0.04a,0.00a,,,,14.0cdef,0.00c,0.01cd
29,14 (2),0.09ab,7.05  5.6 cd,0.07  0.05f,0.00  0.00d,0.00 ,0.00 ,0.00 ,0.00  0.00,1.58  2.21a,0.30  0.01cd,1.18 ,0.06 ,0.00 
30,,0.09ab,,,,0.00,0.00c,0.00a,,,,1.43f,0.02ab,0.00d
31,15(3),0.14 ,15.79  1.5ab,0.31  0.26ecdef,1.09  1.89a,0.38 ,0.02 ,0.00 ,0.56  0.49,0.27  0.16b,6.60  1.52a,21.11 ,0.03 ,0.00 
32,,0.03ab,,,,0.33,0.01abc,0.00a,,,,18.0bcd,0.0ab,0.0od
33,16 (71),0.15 ,7.65  4.52cd,0.26  0.36cdef,0.03  0.08d,0.23 ,0.00 ,0.00 ,0.67  2.13,0.14  0.32b,0.20  0.30cd,23.43 ,0.01 ,0.00 
34,,0.11ab,,,,0.38,0.01 bc,0.00a,,,,12.9bcd,0.13bc,0.01cd
35,17(7,0.13 ,9.30  5.1cd,0.38  0.52cdef,0.00  0.02d,0.26 ,0.00 ,0.00 ,0.49  1.13,0.09  0.21b,0.12  0.20cd,20.47 ,0.00 ,0.00 
36,,0.09ab,,,,0.34,0.01bc,0.00a,,,,8.37bcd,0.00c,0.01cd
37,18 (2),0.13 ,6.37  3.1cd,0.00  0.00f,0.00  0.0od,0.06 ,0.00 ,0.00 ,0.10  0.15,0.24  0.22b,6.66  0.60a,4.25 ,0.05 ,0.00 
38,,0.04ab,,,,0.08,0.00c,0.00a,,,,4.90ef,0.07ab,0.00d
