,0,1,2
0,Common name,Used part,Major type and representative components of phenolic compounds identified by using LC-APCI-MS with PDAa
1,Chinese wampee,Peel,"Flavonoids:high levels of flavanols(catechin,5;epicatechin gallate,12;catechin gallate,16;gallocatechin,"
2,,,"low levels of flavonols(kaempferol-3-sophoroside,23;quercetrin and rutin)phenolic volatile constituent (28"
3,,Pulp,Flavonoidsflavanols and flavonols;phenolic volatile constituents
4,,Seed,"Cinnamamide derivatives (lansiumamides A,B,and C,lansamides); phenolic terpenoids"
5,Fig,Whole fruit,"Phenolic acids:high level of chlorogenic acid11low level of proanthocyanidinsdimer A,6,8and flavonoidsepicatechin"
6,Gardenia,Whole fruit,"Caffeoylquinic acid derivatives:chlorogenic acid(11,dicaffeoylquinic acid (17,and other caffeoyl-conjugate quinic"
7,,,"acid derivatives(24,26);flavonoids:rutin (21;non-phenolic bioactive compounds: iridoids (geniposide)"
8,,,"and carotenoids(crocin,27)"
9,Guava,Whole fruit,Phenolic acids:chlorogenic acid;flavonoids:catechin
10,HK gordonia,Whole fruit,"Proanthocyanidins: high levels of procyanidins (dimer A,6,8; trimer A,4; dimer B,1,3);flavonoids: catechin"
11,,,"epicatechin(10,catechin gallate16and quercitrin"
12,Langsat,Peel,"Low levels of proanthocyanidinsdimer A,6dimer B,1and flavonoids(rutin,21"
13,,Pulp,Not identified
14,Lychee,Peel,"Proanthocyanidins:high levels of procyanidins dimer A,6,14;trimer A,4;dimer B,1;flavonoids:epicatechin (10"
15,,,"rutin(21,kaempferol-3-rutinoside25,and anthocyanins"
16,,Seed,"Proanthocyanidins:high levels of procyanidins dimer A,6,14;trimer A,4; dimer B,1);flavonoids: epicatechin 10"
17,Longan,Peel,"Proanthocyanidins:high levels of procyanidins (dimer A,6;trimer A,4;dimer B,15);ellagitannins:corilagin (9 and"
18,,,corilagin isomer(13flavonoids:epicatechin10and rutin(21;phenolic acids:ellagic acid
19,,Seed,"Proanthocyanidins:high levels of procyanidins (dimer A,6;trimer A,4;dimer B,15;ellagitannins: high levels of"
20,,,"corilagin (9 and corilagin isomer (13);flavonoids: epicatechin (10); phenolic acids: gallic acid,ellagic acid (22)"
21,Mountain orange,Peel,Not identified
22,,Pulp,"Flavonoids (rutin,kaempferol-3-0-rutinoside)phenolic acids"
23,Red melastome,Fruit,"Flavonoids:high levels of flavanols(gallocatechin,2;catechin,5;epicatechin,10;epicatechin gallate,12;catechin gallate16"
24,,,"proanthocyanidins:procyanidins (dimer A,8;dimer B,3,15; flavonols(quercetin-3-glucoside)"
25,,Seed,"Flavonoids:high levels of flavanols(gallocatechin,2;catechin,5epicatechin gallate,12;catechin gallate,16;"
26,,,"proanthocyanidins:procyanidins (dimer A,8;dimer B,3,15 phenolic volatile constituent(20"
27,Rose myrtle,Whole fruit,"Flavonoids: gallocatechin gallate (7,quercetin-pentoside (18,and anthocyanins"
28,Shanyougan,Whole fruit,Flavonoids: flavanones (naringin); phenolic acids; phenolic terpenoids
29,Sugar apple,Peel,"Proanthocyanidins:high levels of procyanidinsdimer A,6,8;dimer B,1,3flavonoids:catechin5and epicatechin 10"
30,,Pulp,"Low levels of proanthocyanidins(dimer B,1and flavonoids catechin,5;quercitrin,19"
31,,Seed,Phenolic terpenoids
