,0,1,2,3,4,5,6
0,Methods (Ref),Cu,Mn,Ni,Co,Pb,Cd
1,8-Hydoxy-2-quinoline carboxaldehyde functionalized Amberlite XAD-4(This work),107,184,182,212,65.4,155
2,6-2-Thienyl)-2-pyridine carboxaldehyde functionalized Amberlite XAD-4,88.6,-,113.7,131.6,48.3,74.6
3,"(Karadas and Kara,2013)",,,,,,
4,"Cellulose microfiber functionalized with N,N'-bis(2-aminoethyl)-1,2-ethanediamine",-,-,-,-,-,40.8
5,"De Oliveira et al.,2011",,,,,,
6,"5-Palmitoyl-8-hydroxyquinoline functionalized Amberlite XAD-2(Filik,2002)",28,-,27,26,24,27
7,"Pyrocatechol-functionalized polyurethane foam(Lemos et al.,2007)",29.6,,24.7,28.3,1,
8,"1,6-Bis (2-carboxy aldehyde phenoxy) butane functionalized Amberlite XAD-16",85.7,=,,,1,40.3
9,"Oral et al.,2011",,,,,,
10,"Amberlite XAD-2 functionalized with o-aminophenol(Kumar et al.,2000",51.8,,55.2,55.7,15.9,30.5
11,"Chloromethylated polystyrene modified with 1-phenyl-1,2-propanedione-2-oxime",12.9,,-,,=,-
12,thiosemicarbazonePPDOT(Chamjangali et al.2011,,,,,,
13,"Chloromethylated polystyrene functionalized with N,N-bis(naphthylideneimino",,-,-,-,,1.6
14,"diethylenetriamine(Chamjangali et al.,2010)",,,,,,
15,"Pyrocatechol Violet immobilized Amberlite XAD-2(Saxena and Sinh,1997)",,-,10.5,-,6.6,11.3
16,"Amberlite XAD-2 functionalized o-vanillinthiosemicarbazone (Jain et al.,1997)",13.4,,,,9.7,
17,"Amberlite XAD-2 functionalized with chromotropic acid(Tewari and Singh,1999",134,,55.2,65.2,-,83.2
18,"4-Phenylthiosemicarbazide functionalized Amberlite XAD-4(Kara et al.,2006)",185,132,348,331,156,290
19,"Modified nanometer alumina(Ezoddin et al.,2010",-,-,-,-,79.2,98.7
