,0,1,2,3,4,5,6
0,Peak No.,Compound,Wavelength (nm),Ion mode,RT(min),m/z ration,Product ions
1,,Phenolic acids,,,,,
2,1,Gallic acid,280,-,7.35,169.0160,169.02
3,2,Caftaric acid,280,-,13.91,311.0948,179.04;135.04
4,3,Coutaric acid,280,-,19.70,295.0460,163.04
5,,Flavonols,,,,,
6,4,Myricetin-3-glucoside,280,-,37.89,479.0827,316.02
7,5,Quercetin-3-rhamnose-glucuronide,280,-,46.76,477.1400,301.04
8,6,Quercetin-3-rhamnoside,280,-,56.86,447.1699,301.03
9,,Flavanols,,,11.13,,
10,7,(+-Gallocatechin,280,=,11.13,305.0673,125.02
11,8,Proanthocyanidin dimer B3,280,,15.11,577.1351,425.10;407.08;289.07
12,9,(-)-Epigallocatechin,280,=,15.41,305.0677,125.02
13,10,Proanthocyanidin tetramer-1,280,,15.55,1153.2665,575.13;287.06
14,11,Proanthocyanidin dimer B1,280,,15.82,577.1872,425.09;407.08;289.07
15,12,(+)-Catechin,280,,17.83,289.1073,245.08
16,13,Proanthocyanidin trimer-1,280,,18.96,865.2004,577.14;287.06
17,14,Proanthocyanidin tetramer-2,280,,20.46,1153.2674,575.12;287.06
18,15,Proanthocyanidin dimer B4,280,,23.34,577.1860,425.09;407.08;289.07
19,16,(-)-Epicatechin,280,-,24.89,289.0721,245.08
20,17,Proanthocyanidin trimer-2,280,,32.54,865.1995,577.14;287.07
21,18,Proanthocyanidin trimer-3,280,-,35.10,865.2007,577.14;287.06
22,19,Proanthocyanidin dimer B2,280,-,35.10,577.1356,425.09;407.08;289.07
23,20,Proanthocyanidin tetramer-3,280,-,35.96,1153.2655,575.12;287.06
24,21,(-)-Epicatechin gallate,280,-,42.56,441.0830,289.07;169.01
25,,Anthocyanins,,,,,
26,22,"Malvidin-3,5-diglucoside",520,+,18.42,655.1864,331.08
27,23,Peonidin-3-glucoside,520,+,28.52,463.1235,301.07
28,24,Malvidin-3-glucoside,520,+,31.06,493.0982,331.08
29,25,"Peonidin-36""-p-coumaroyl-glucoside-5-glucoside",520,+,55.16,771.2134,301.07
30,26,"Malvidin-3-6""-p-coumaroyl-glucoside-5-glucoside",520,+,57.23,801.2247,331.08
31,27,Cyanidin-3-glucoside,520,+,61.27,449.1092,287.06
32,28,Petunidin-3-glucoside,520,+,62.10,479.1182,317.07
33,29,"Cyanidin-3-6""-p-coumaroyl-glucoside",520,+,62.49,595.1440,287.05
34,30,"Petunidin-3-6""-p-coumaroyl-glucoside",520,+,62.69,625.1557,317.07
35,31,"Peonidin-3-6""-p-coumaroyl-glucoside",520,+,63.21,609.1594,301.08
36,32,"Malvidin-3-6""-p-coumaroyl-glucoside",520,+,63.31,639.1706,331.08
