,0,1,2,3,4,5,6,7,8,9
0,Compound,,Soybean oil,,Sunflower seed,Sunflower seed,Rapeseed Oil,,Corn oil,
1,,,Soybean oil,,oil,,Rapeseed Oil,,Corn oil,
2,,,Recovery,RSDs,Recovery,RSDs,Recovery,RSDs,Recovery,RSDs
3,,,(%),(%),(%),(%),(%),(%),(%),(%)
4,DMP,DMP,104,2,97.1,9.1,97.3,7.1,94.6,8.1
5,DEP,DEP,108,3,97.2,9.8,102,6,96.1,7.5
6,DBP,DBP,106,6,95.2,5.2,101,2,95.0,3.7
7,BBP,BBP,112,5,104,3,113,2,110,1.3
8,DEHP,DEHP,83,15,85.4,6.6,95.4,1.6,88,10
9,,DNOP,86,11,94,11,110,3,109,17
10,PCB 1,PCB 1,86.2,6.3,91.6,7.6,76.3,8.1,82,16
11,PCB 5,PCB 5,81.,7.8,84.2,9.5,72.5,5.9,80,12
12,,PCB 31,91.4,4.1,91.8,2.6,85.8,6.3,83.0,3.6
13,,PCB 47,78,11,74.8,5.2,76.2,1.8,74.4,1.9
14,,PCB 91,49.6,1.1,51.3,7.3,49.0,4.7,49.2,2.0
15,,PCB 154,24.8,8.1,30,13,27.7,2.6,29,11
16,,PCB 171,16.0,2.8,20,15,22.8,3.6,18,16
17,,PCB 201,93,14,84.5,9.9,93.8,5.6,98.8,4.0
18,PAHs,Acenaphthylene,95.2,3.6,91,10,86.3,7.4,93,16
19,,Fluorene,93.2,3.4,88,10,87.9,6.1,93,11
20,,Phenanthrene,95.7,6.0,91,12,91.8,9.0,94.8,9.6
21,,Anthracene,81.3,6.5,81,14,80,10,81,11
22,,Pyrene,79.4,5.3,74.4,9.1,77.7,9.4,77.4,3.9
23,,Benz[a]anthracene,72.2,9.0,73.4,3.6,70.7,9.6,76.9,1.7
24,,Chrysene,74.4,8.9,75.5,3.2,81,11,78.3,3.5
25,,Benzo[b]fluoranthene,73,11,72.7,1.0,71.7,7.5,72.9,4.5
26,,Benzo[k]fluoranthene,79,11,77.8,1.4,77,18,76.2,9.6
27,,Benzo[a]pyrene,76,19,61.6,2.9,78,13,71.1,9.9
28,,"Indeno[1,2,3-cd]pyrene",36,12,35.6,2.4,43,16,39.3,4.5
29,,"Dibenz[a,h]anthracene",23.9,5.5,22,13,35,12,25.8,9.1
30,,"Benzo[g,h,i]perylene",71.9,3.4,42.8,1.4,71.7,8.9,50.3,9.8
