,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Fatty,Control,,,,SVST,,,,SVSE,,,
1,acids,Day 1,Day 3,Day 5,Day 7,Day 1,Day 3,Day 5,Day 7,Day 1,Day 3,Day 5,Day 7
2,C14:0,1.37 ,1.34 ,1.39 ,1.52 ,1.42 ,1.38 ,1.62 ,1.38 ,1.35 ,1.39 ,1.38 ,1.36 
3,,0.18bc,0.13c,0.10bc,0.05ab,0.06bc,0.03bc,0.11a,0.08bc,0.07bc,0.06bc,0.02bc,0.03bc
4,C15:0,0.25 ,ND,ND,0.28 ,ND,ND,ND,ND,ND,ND,ND,0.25 
5,C15:0,0.02a,,,0.03a,,,,,,,,0.01a
6,C16:0,19.39 ,18.33 ,19.28 ,23.18 ,18.37 ,18.01 ,18.92 ,19.78 ,17.46 ,17.95 ,17.85 ,19.28 
7,,0.15bc,0.30e,0.26 cd,0.33a,0.25e,0.22ef,0.26d,0.17b,0.15g,0.20ef,0.22fg,0.24 cd
8,C16:1,3.35 ,2.49 ,2.71 ,2.34 ,2.00 ,2.27 ,2.64 ,3.02 ,2.50 ,2.48 ,2.36 ,3.40 
9,C16:1,0.05a,0.11d,0.01c,0.02ef,0.03 g,0.08f,0.13c,0.07b,0.11d,0.04de,0.07def,0.12a
10,C18:0,2.84 ,3.06 ,2.66 ,ND,2.70 ,2.98 ,3.29 ,2.57 ,2.84 ,2.96 ,2.89 ,ND
11,,0.05d,0.03b,0.04ef,,0.08e,0.04bc,0.10a,0.01f,0.01d,0.03bc,0.11 cd,
12,C18,35.56 ,34.21 ,35.05 ,35.88 ,33.57 ,33.88 ,37.38 ,35.69 ,32.93 ,33.99 ,33.70 ,35.56 
13,1n9c,0.33bc,0.21d,0.51c,0.34b,0.19e,0.25de,0.21a,0.17b,0.22f,0.38de,0.26de,0.37bc
14,C18,27.73 ,28.85 ,27.90 ,26.55 ,29.69 ,30.12 ,28.36 ,26.88 ,29.63 ,30.21 ,29.37 ,27.96 
15,2n6c,0.40e,0.23 cd,0.34e,0.20f,0.65ab,0.44a,0.12de,0.15f,0.33ab,0.57a,0.19bc,0.26e
16,C18:3n3,2.77 ,2.56 ,2.60 ,2.40 ,2.54 ,2.89 ,3.01 ,0.07fg,2.66 ,2.90 ,2.73 ,2.71 
17,,0.03bc,0.01ef,0.04def,0.11g,0.12ef,0.09ab,0.05a,0.07fg,0.05cde,0.08ab,0.11 cd,0.03 cd
18,C21:0,0.78 ,1.09 ,1.14 ,1.11 ,0.08 ,0.82 ,0.36 ,0.85 ,0.23 ,0.84 ,1.09 ,1.93 
19,,0.03c,0.04b,0.02b,0.01b,0.01f,0.05c,0.04d,0.03c,0.03e,0.07c,0.05b,0.05a
20,C22:0,ND,1.81 ,1.43 ,0.10a,ND,ND,1.64 ,0.06e,1.79 ,ND,1.84 ,0.07e
21,,,0.11b,0.07d,0.10a,,,0.05c,0.06e,0.12bc,,0.11b,0.07e
22,C22 : 1n9,0.25 ,ND,ND,ND,0.35 ,0.34 ,ND,ND,0.34 ,0.32 ,ND,ND
23,C22 : 1n9,0.03b,,,,0.04a,0.02a,,,0.03a,0.01a,,
24,C20 : 3n3,0.48 ,0.30 ,0.14 ,0.15,0.54 ,ND,0.18 ,0.17 ,0.59 ,ND,0.29 ,0.16 
25,C20 : 3n3,0.08b,0.05c,0.01d,0.02d,0.02ab,,0.01d,0.04d,0.06a,,0.03c,0.02d
26,C20 : 4n6,ND,0.50 ,0.33 ,0.35 ,0.24 ,0.57,0.30 ,0.43 ,0.33 ,0.55 ,0.45 ,0.45 
27,C20 : 4n6,,0.04bc,0.05e,0.02e,0.03f,0.03a,0.01ef,0.03d,0.02e,0.07ab,0.03 cd,0.03 cd
28,C22:2,1.16 ,ND,ND,ND,1.43 ,ND,ND,ND,1.44 ,ND,ND,ND
29,C24:0,0.05b,,,1.01 ,0.11a,1.38 ,,,0.07a,,1.27 ,
30,C24:0,ND,1.12 ,1.22 ,1.01 ,0.24 ,1.38 ,ND,1.31 ,ND,1.34 ,1.27 ,1.50
31,,,0.04de,0.07 cd,0.02e,0.01f,0.11ab,,0.13bc,,0.08bc,0.04bc,0.03a
32,C24:1,ND,ND,ND,ND,0.40 ,ND,ND,ND,ND,ND,ND,ND
33,,,,,,0.03,,,,,,,
34,C22 : 6n3,4.10 ,4.35 ,4.16 ,3.16 ,6.44 ,5.37 ,2.30 ,4.35 ,5.91 ,5.08 ,4.79 ,4.32 
35,,0.23e,0.11e,0.07e,0.13f,0.34a,0.28c,0.04g,0.15e,0.33b,0.27 cd,0.22d,0.20e
36,SFA,24.62 ,26.75 ,27.12 ,29.17 ,22.80 ,24.56 ,25.83 ,26.99 ,23.67 ,24.48 ,26.31 ,25.45 
37,,0.43e,0.65b,0.56b,0.54a,0.41 g,0.45e,0.56 cd,0.42b,0.38f,0.44e,0.44bc,0.36d
38,MUFA,39.15 ,36.70 ,37.76 ,38.22 ,35.32 ,36.49 ,40.02 ,38.71 ,35.78 ,36.78 ,0.33fg,38.96 
39,,0.41b,0.32ef,0.52d,0.36 cd,0.29 h,0.35ef,0.34a,0.24bc,0.36gh,0.43e,0.33fg,0.49b
40,PUFA,36.23 ,36.55 ,35.13 ,32.61 ,41.87 ,38.95 ,34.15 ,34.30 ,40.56 ,38.74 ,37.63 ,35.60 
41,,0.79fg,0.48ef,0.57gh,0.48i,1.27a,0.84c,0.23 h,0.44 h,0.79b,0.99 cd,0.58de,0.54fg
