,0,1,2,3,4
0,,,Effect Light toasting Medium toasting Heavy toasting,Effect Light toasting Medium toasting Heavy toasting,Effect Light toasting Medium toasting Heavy toasting
1,Total polyphenols,ns,3.331.70,4.981.36,5.112.17
2,Phenolic acids,,,,
3,Gallic acid,ns,159.8916.58170.39+12.73,159.8916.58170.39+12.73,224.9655.73
4,Vanillic acid,*,1.240.27a,3.79+0.75 b,3.480.46 b
5,Syringic acid,**,2.180.19a,5.89+1.85b,6.851.86b
6,Ferulic acid,ns,2.860.23,3.18+0.70,2.09+0.82
7,Ellagic acid,**,37.001.97a,67.89+13.46b,73.9613.55b
8,Total,ns,203.1619.24251.14+10.78,203.1619.24251.14+10.78,311.34+12.43
9,Hydrolyzable tannins,,,,
10,Monogalloyl-glucose ns,,1.280.81,2.581.45,1.760.89
11,Grandinin,ns,0.110.05,0.13+0.03,0.13+0.02
12,Vescalagin,ns,0.140.04,0.14+0.04,0.130.01
13,Roburin E,ns,0.110.01,0.13+0.02,0.140.03
14,Castalagin,ns,12.458.30,9.204.06,10.285.70
15,Total,ns,14.097.41,12.186.08,12.434.25
