,0,1,2,3,4,5,6,7,8,9,10
0,Compound,Concentration (ug/kg),Intra-day(n=6,,,,Inter-day(n =6),,Inter-day(n =6),,
1,,,Mean recovery  SD %,,,RSD,Mean recovery,,Mean recovery,SD%,RSD
2,SAL,0.10,PLE,845,845,3,10617,10617,10617,,15
3,,0.10,,99  13,99  13,14,9112,9112,9112,,13
4,,,,895,895,6,8714,8714,8714,,17
5,,1.00,UAE,64 11,64 11,46,67  17,67  17,67  17,,22
6,,,,70  24,70  24,38,71, 54, 54,,36
7,,,,62  20,62  20,19,62  39,62  39,62  39,,42
8,,62.5,QuEChERS,764,764,14,72  16,72  16,72  16,,32
9,,,,804,804,24,62 21,62 21,62 21,,19
10,,,,76  25,76  25,34,66  6,66  6,66  6,,30
11,IPR,0.10,PLE,106  9,106  9,8,95  14,95  14,95  14,,16
12,,,,98  11,98  11,19,102  10,,102  10,,10
13,,,,88 ,16,19,86  11,86  11,86  11,,18
14,,1.00,UAE,78 ,7,18,75,,33,,22
15,,,,62  45,62  45,20,69,,41,,24
16,,,,73 ,68,17,60,,,,12
17,,62.5,QuEChERS,66  10,84  10,22,79  24,,79  24,,14
18,,,,66  10,66  10,22,81  23,81  23,81  23,,27
19,,,,77  13,77  13,18,80,80,27,,15
20,CL,0.10,PLE,106  9,106  9,9,99  19,,99  19,,19
21,,,,98  11,98  11,11,104  21,,104  21,,17
22,,,,88 ,16,2,95 8,95 8,95 8,,9
23,,1.00,UAE,70 8,70 8,21,78  24,78  24,78  24,,25
24,,,,68  9,68  9,24,76  20,,76  20,,12
25,,,,73  21,73  21,41,86, 16, 16,,22
26,,62.5,QuEChERS,72  16,72  16,18,9,9,9,,26
27,,,,87  27,87  27,31,77  25,77  25,77  25,,27
28,,,,7514,7514,30,68  14,,68  14,,27
29,CHL,0.10,PLE,91  8,91  8,8,84  16,,84  16,,19
30,,,,85 ,17,17,105  7,105  7,105  7,,14
31,,,,90,14,4,99, 21, 21,,21
32,,1.00,UAE,72 ,10,26,69 ,69 ,20,,24
33,,,,70,8,20,70,70,23,,14
34,,,,82 ,10,24,85,+,14,,22
35,,625,QuEChERS,73,16,21,,+,18,,27
36,,,,75,29,34,74,,29,,17
37,,,,82  16,82  16,31,82,82,33,,27
38,OX,0.10,PLE,956,956,7,100 7,,100 7,,7
39,,,,88  13,88  13,16,84 14,84 14,84 14,,13
40,,,,94 ,14,15,10314,,10314,,13
41,,1.00,UAE,64 ,12,26,7311,7311,7311,,25
42,,,,71 ,12,28,73  11,73  11,73  11,,19
43,,,,78  5,7312,24,7419,,7419,,24
44,,625,QuEChERS,78  5,78  5,24,7317,7317,7317,,34
45,,,,804,804,18,81, 16, 16,,29
46,,,,73  27,73  27,26,71, 29, 29,,17
47,TE,0.10,PLE,103  15,103  15,15,81  13,81  13,81  13,,18
48,,,,86  17,86  17,19,10115,,10115,,12
49,,,,108  12,108  12,13,91  19,91  19,91  19,,21
50,,1.00,UAE,69  13,69  13,21,66  12,66  12,66  12,,21
51,,,,77  2,77  2,19,80 11,80 11,80 11,,14
52,,,,78 ,11,20,76  17,76  17,76  17,,24
53,,625,QuEChERS,72  22,72  22,29,807,807,807,,34
54,,625,,82  6,82  6,29,79  23,79  23,79  23,,20
