,0,1,2,3,4,5,6,7,8
0,Common name,Edible,Moisturea,Inulin-type,Fructo-,Sugar (g/100 g FW)a,Sugar (g/100 g FW)a,,
1,,portiona (%),(g/100g FW),fructansa,oligosaccharidesa.b,,,,
2,,,,(g/100 g FW),(g/100 g FW),,,,
3,,,,,,Fructose,Glucose,Sucrose,Sum
4,"Garlic,common",88.5  3.64,65.8  0.70,22.4  2.86,0.94  0.04,0.130.01,0.090.02,0.960.04,1.18  0.05
5,"Garlic, Chinese",89.9  1.31,69.1  1.36,24.3  1.94,1.74  0.96,0.20  0.10,0.21  0.21,1.02  0.47,1.43  0.57
6,"Garlic,great headed",91.8  3.77,61.4  0.70,29.2  5.62,1.63  1.42,0.150.04,0.140.09,1.14  0.59,1.40  0.55
7,Jerusalem artichoke,77.5  3.25,73.4  0.26,19.4  1.04,5.18  0.04,0.34  0.29,0.04  0.02,1.51  0.31,1.89  0.50
8,"Onion, red",91.4  2.57,86.2  0.48,3.56  0.95,3.09  0.54,0.82  0.27,1.75  0.95,1.33  0.48,3.90  1.66
9,Shallot,86.6  0.85,83.7  0.92,8.86  0.75,4.98  0.51,0.350.01,0.18  0.01,1.410.07,1.94  0.08
