,0,1,2,3,4,5
0,Fatty,,Dietary lipids,Dietary lipids,,Pooled
1,acid,LO,MO,SBO,CF,SEM
2,16:0,13.35c,18.79a,16.00b,19.91a,0.83
3,16:1n7,0.32b,1.44a,0.11b,1.82a,0.20
4,18:0,13.55b,10.57C,13.80b,16.25a,0.44
5,18:1n9,6.0gbc,4.64c,7.00b,14.83a,0.64
6,18:2n6,21.42b,9.89c,34.79a,25.28b,2.28
7,18:3n3,8.15a,0.14b,1.22b,0.26b,0.90
8,20:3n6,0.42,ND,0.56,0.42,0.17
9,20:4n6,2.81b,2.07b,8.37a,7.16a,0.81
10,20:5n3,4.93b,11.12a,0.21c,ND,0.74
11,22:5n3,1.33b,3.63a,0.13c,ND,0.30
12,22:6n3,2.75b,9.52a,1.55bc,0.60c,0.63
13,Total n6,24.65,11.96,43.72,32.86,
14,Total n3,17.16,24.41,3.11,0.86,
