,0,1,2,3,4,5,6,7,8,9,10
0,Variety,CAT,EC,PCA,DPn,XPLa,PLZ,TotalFIb,CQA,pCoQAc,Total
1,Baujade,24,173,3279,3.9,17,52,331,187,5,4542
2,Chanteline,24,173,2879,5.3,6,47,331,90,5,3555
3,Freiberg,t,198,1966,4.0,91,222,799,162,9,3447
4,Golden Delicious,t,250,2397,4.0,17,75,300,100,6,3146
5,Granny Smith,t,171,1021,5.6,18,21,763,10,t,4321
6,Greensleeves,24,94,3154,3.7,15,47,373,81,3,4440
7,Jolyne,26,424,3154,4.1,24,51,704,46,12,4440
8,New Gold,T,165,1816,5.0,14,43,500,78,3,2698
9,Newton Pippin,20,165,6080,3.8,t,33,381,103,2,2037
10,Sinta,29,265,6080,1.4,6,33,426,517,t,7658
11,TMR 7 A 82,45,301,3228,3.5,32,230,481,517,47,5315
12,3535,55,301,3558,4.2,t,98,481,400,47,4942
13,Mean,0.8,5.7,112.2,0.8,0.5,3.0,9.6,1.4,0.1,117.1
14,Mean,20,251,2904,4.0,20,79,548,150,8,3980
15,%,1,6,73,,1,2,14,4,0.2,100
16,SDM,17.5,97.2,1509.5,1.1,24.4,71.5,202.6,154.9,12.7,1619.4
