,0,1,2,3,4,5,6,7,8,9,10
0,Region,pH,A13+,H+Al,m,v,Ca2+,Mg2+,K+,P,OM
1,Region,CaCl2,cmole dm-3,,%,,cmole dm-3,,,mg dm-3,g dm~3
2,Basalt,,,11.7  2.2,,,,,,,
3,AR,3.9  0.2,2.5  1.1,11.7  2.2,46  27,24  15,3.1  2.7,0.7  0.7,0.18  0.12,1.5  0.9,32  15
4,PY,4.7  0.7,0.1  0.2,4.9  1.3,2 3,60  12,6.3  4.8,1.0  0.4,0.44  0.14,3.8  5.2,48  13
5,RS-BR,4.7  0.7,0.8  1.1,7.8  3.1,16  23,50 24,6.3  4.8,1.9 1.1,0.54  0.43,4.9  4.0,48  13
6,SC-BR,4.2  0.4,2.1  1.5,11.8  3.4,41  32,30 25,4.4  5.2,1.4  1.5,0.35  0.26,3.4  1.7,83  21
7,PR-BR,4.0 0.4,2.7  1.9,14.0  4.2,51 33,1816,1.9  2.0,0.9  0.5,0.25  0.21,1.6  1.3,91  27
8,MS-BR,4.2  0.2,1.4  0.7,8.5  1.3,36  23,25 13,1.8  0.9,0.9  0.5,0.200.08,0.8  0.4,62  10
9,Rhyolite/Rhyodacite,Rhyolite/Rhyodacite,,,,,,,,,
10,RS-BR,3.9  0.3,3.7  1.4,14.8  2.9,59  21,1714,2.1  2.1,0.7  0.6,0.24  0.18,10.3  21.1,64  21
11,PR-BR,3.8  0.1,4.2  0.7,16.4  1.2,71  16,106,1.3  0.9,0.4  0.2,0.10  0.00,1.0  0.2,91 15
12,Sedimentary,,,,,,,,,,
13,SC-BR,3.7  0.2,6.0  2.1,19.0  2.9,75  16,96,0.9  0.4,0.4  0.3,0.37  0.25,11.5  11.7,88  14
14,PR-BR,3.8  0.3,3.7  2.8,15.3  4.5,63  30,12  12,1.4  1.7,0.5  0.6,0.16  0.06,1.5  1.0,90  16
15,MS-BR,4.4  0.3,0.2  0.2,3.8  0.6,12  9,34  10,1.6  0.7,0.3  0.0,0.10  0.00,2.7  1.2,65  3
