,0,1,2
0,Compound,WR-1b,PAC
1,-Tocopherol,7.70.7,7.90.7
2,-Tocopherol,0.50.1,0.50.0
3,y-Tocopherol,1.60.4,1.80.1
4,8-Tocopherol,0.10.0,0.10.0
5,a-Tocotrienol,1.40.1,1.60.1
6,B-Tocotrienol,0.20.1,0.30.0
7,-Tocotrienol,2.2  0.2,1.80.2
8,8-Tocotrienol,0.10.0,0.10.0
9,Total vitamin E,14.01.4,14.4 0.6
10,B-Sitosterol,594.026.9,563.937.4
11,Campesterol,160.810.6,149.811.4
12,Cholesterol,1.80.2,2.00.1
13,Stigmasterol,130.49.4,117.611.3
14,Total sterol,886.9  46.7,833.359.9
15,Hexacosanol,7.20.5,7.30.7
16,Ocatacosanol,24.2  0.7,25.3  4.0
17,Total policosanol,31.41.2,32.7  4.7
