,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,,,,,,,,,,,,,,114,,,
1,LAS,100,,100,,,100,,000,,000,00800,,100,,100>,
2,TKY,100,,00900,022,,100,,000,,000,,000,100,,100,
3,,,,+i,,68000,,,,,,,,+1,,11100,
4,,100,,,022,68000,00:0,100,,100,,,000,,000,11100,000
5,TrP,100,,100>,,,100,,000,,000,100,,100,,100>,
6,,11100,,,,,,,,,,,,+1,,,
7,Aa,11100,000,100,,,100,,000,,000,,000,,000,100,
8,,6890,000,000,,,,,100,,000,,800,10,100,,000
9,Cit,ON,,,022,AN,,ON,,aN,,aN,,2,,ON,
10,Thr,100,,100,,,100,,000,,000,,000,,000,100,
11,HiH,100,,100,,,100,,000,,000,,000,,000,100,
12,Cn,,000,100,,1+900,000,,000,,000,,000,,000,,000
13,Ser,100,,100>,,,100,,000,,000,,000,,000,100,
14,Asn,2,,ON,,,000,,000,,000,010,000,,000,100,
15,,,000,100,,,,+I,,,,,,,000,,
16,Cu,,000,100,,,000,,00,,000,,000,,000,,000
17,APp,,000,100,,,00.2,,000,,000,1110,000,1110,000,,000
18,,nso,,HStr,,,,,,,,CAAT,,MIrO,,CAAN,
