,0,1,2,3,4,5,6,7
0,variety,potato,section,chlorogenic acid isomer-i (5-caffeoylquinic acid;,chlorogenic acid,chlorogenic acid isomer-,caffeic acid,total
1,,section,no.,neochlorogenic acid),(3-caffeoylquinic,ii,,
2,,,,,acid),(3.4-di-0-caffeoylquinic,,
3,,,,,,acid;,,
4,,,,,,isochlorogenic acid),,
5,Superior,Peel A,PA1,130 13,385 501,21.9  2.01,10310,640
6,,Peel B,PB1,1221,344 42,20.40.31,99.8  1.7,586
7,,Peel C,PC1,1484,367111.2,25.80.6,1415,682
8,Superior,Cortex A,CA1,43.5  2.51,10743.4,4.2  1.22.3,2.29 0.51,157
9,,Cortex B,CB1,21.2  1.52,65.4  1.45.6,3.54  0.812.3.4,0.99  0.681,91.1
10,,Cortex C,CC1,38.01.31,11823,4.90  0.182.5,1.64  0.011,162
11,Atlantic,Cortex B,CD1,6.41  0.283,24.7  2.37,1.75  0.144.6,0.57 0.131,33.4
12,Goun,Cortex B,CD2,6.87  0.373,23.3  0.97,2.37  0.033.4.6,0.580.251,33.1
13,K1,Cortex B,CD3,16.9  0.92.3,"72.3  2.04.5,6",7.14 0.315.7,1.490.20,97.9
14,K20,Cortex B,CD4,7.05  0.403,35.0  0.95.7,3.55  0.332.3.4,0.730.551,46.3
15,K30,Cortex B,CD5,33.1  1.71,11813,14.7  0.2,0.62  0.451,166
16,Atlantic,Whole,PW1,17.0  1.22.3,76.4  0.014.6,0.30  0.006,0.01 0.001,93.7
17,Goun,Whole,PW2,13.1  1.22.3,49.8  1.05.6.7,9.13  0.387,0.80  0.141,72.8
18,K1,Whole,PW3,61.72.7,1697,29.9  1.2,0.56  0.011,261
19,K20,Whole,PW4,42.9  0.91,185 4,22.4  0.11,0.75  0.451,251
20,K30,Whole,PW5,80.0 0.7,346  31.2,51.1  0.7,0.94  0.361,478
