,0,1,2,3,4,5,6,7,8,9,10
0,Egg,White,,,,,Yolk,,,,
1,,raw,,80 C 6 min,80 C 6 min,100 C 30 min,raw,,80 C 6 min,80 C 6 min,100 C 30 min
2,1,0.39  0.08,0.39  0.08,1.77  0.17,1.77  0.17,0.44,1.75 0.11,1.75 0.11,6.09  0.61,6.09  0.61,6.57  0.24
3,2,0.76  0.11,0.76  0.11,1.24  0.09,1.24  0.09,6.19  0.05,1.78  0.20,1.78  0.20,4.86  0.42,4.86  0.42,5.16  0.38
4,3,0.60  0.04,0.60  0.04,1.36  0.13,1.36  0.13,4.79  0.23,1.50,0.26,7.90  0.66,7.90  0.66,6.70  0.02
5,4,0.47  0.15,0.47  0.15,1.28 0.04,1.28 0.04,8.39  0.64,1.90,0.20,4.93  0.27,4.93  0.27,7.72  0.20
6,5,1.66 ,0.06,2.64 ,0.19,0.28,3.11,0.22,4.89, 0.6,5.62  0.35
7,6,2.00,0.30,0.35,0.35,8.82  0.34,3.45 ,0.43,6.44  0.90,6.44  0.90,6.97  0.32
8,7,+,0.09,+,0.14,0.11,2.04 ,0.18,5.05, 0.17,7.64  2.00
9,8,1.15,0.05,+,0.06,0.29,1.84,0.14,3.12,0.59,4.77  0.49
10,9,+,0.03,1.19 ,0.07,0.21,1.63 ,0.09,4.31, 0.42,3.74  0.92
11,10,0.73,0.19,1.07 ,0.12,4.69  1.43,2.37,0.62,5.83, 0.24,6.22  0.39
12,11,0.49,0.08,1.09  0.07,1.09  0.07,8.13  1.83,1.66 ,0.12,5.78  0.51,5.78  0.51,6.31  0.39
13,12,0.56 ,0.14,1.16  0.20,1.16  0.20,6.32  0.31,1.62,0.12,5.10  0.50,5.10  0.50,5.01  0.46
14,13,1.09,0.13,2.68  0.23,2.68  0.23,9.79  1.18,2.24 ,0.09,5.22  0.51,5.22  0.51,5.97  1.01
15,14,2.01,0.11,3.54  0.16,3.54  0.16,9.88  0.22,2.74  0.39,2.74  0.39,5.07  0.81,5.07  0.81,6.50  0.44
16,15,0.90,0.84,2.16,0.23,9.88  0.50,2.27,0.19,3.870.70,3.870.70,4.90  0.10
17,16,0.99  0.16,0.99  0.16,2.220.15,2.220.15,1,1.770.16,1.770.16,3.20  0.37,3.20  0.37,4.54  0.34
18,Averagec,,,,,,,,,,
19,Cage-free,0.99  0.58,0.99  0.58,1.91  0.63,1.91  0.63,7.53  2.43,2.17  0.71,2.17  0.71,5.41 1.41,5.41 1.41,6.39  1.10
20,Battery cage,0.88  0.54,0.88  0.54,1.89  0.92,1.89  0.92,2.02,2.04  0.42,2.04  0.42,4.80  0.93,4.80  0.93,5.40  1.00
21,Company-1,0.530.17,0.530.17,0.22,0.22,1.80,1.78  0.27,1.78  0.27,5.601.10,5.601.10,5.93  1.23
22,Company-2,1.34 ,0.48,+,0.23,1.11,2.43 ,0.61,4.61, 1.13,5.86  1.12
23,Total,0.94 ,0.54A,1.90 ,0.76B,5  1.70c,2.10 ,0.57A,5.10  1.20 B,5.10  1.20 B,5.90  1.14B
