,0,1,2,3,4,5,6,7,8,9,10
0,,Co resva,Co pictnola,Co vinifa,Co estilba,Com resva,Cpm pictnola,Com vinifa,Com estilba,IVresv Cresv/Dm,Dm(dia)
1,SYRAH,,,,,,,,,,
2,Jerez,1.88(0.05),0.32 (0.03),0.23 (0.00),2.43 (0.05),7.04 (1.20),2.27 (0.35),0.61 (0.04),9.92(1.32,1.03 (0.24),5
3,Cabra,11.45 (0.67),1.35(0.02),0.27 (0.04),13.07 (0.67),23.55 (5.09),6.13 (1.85),3.46 (0.13),33.14(8.53,2.02 (0.86),6
4,Ronda,0.150.03,n.d.,n.d.,0.150.03,4.67 (1.76),1.250.50,0.80 (0.25),6.722.07,0.65 (0.25),7
5,Cadiar,1.61 (0.26),0.41(0.04,0.34(0.08,2.36 (0.27),7.80(1.08,2.610.47,1.90 (0.44),12.31 (1.49),0.88 (0.16),7
6,MERLOT,,,,,,,,,,
7,Jerez,0.430.01,0.12 (0.02),n.d.,0.55(0.01),2.30(0.91),1.170.30,0.26 (0.05,3.73(1.00),0.37(0.18,5
8,Cabra,0.64(0.12,0.10(0.01),n.d.,0.74(0.12),3.11 (0.26),0.91 (0.17),0.610.05,4.63 (0.29),0.62(0.07,4
9,Ronda,0.16 (0.02),n.d.,n.d.,0.16(0.02),5.89 (0.19),1.94 (0.39),0.650.11,8.48 (0.28,0.82(0.02),7
10,Cadiar,0.28(0.09),n.d.,n.d.,0.28(0.09),2.01 (0.55),0.76(0.20),0.27(0.06),3.04(0.59),0.35(0.11,5
11,CABERNET SAUVIGNON,CABERNET SAUVIGNON,,,,,,,,,
12,Jerez,0.64(0.05,0.110.02,n.d.,0.75(0.05),6.15(1.29),2.24 (0.58),1.63 (0.37),10.02(1.76,0.60(0.18),7
13,Cabra,2.17 (0.29),0.30 (0.03),0.20(0.01),2.67 (0.29),9.34(2.59),2.86 (0.77),1.65(0.60),13.853.54,1.02 (0.37),7
14,Ronda,0.04(0.00),n.d.,n.d.,0.04(0.00),1.62(0.11),0.60 (0.04),0.95 (0.10),3.17(0.12,0.23 (0.02),7
15,Cadiar,0.37 (0.02),0.11(0.00),n.d.,0.48 (0.02),2.36 (0.02),0.95 (0.02),1.19 (0.23),4.50 (0.07),0.29 (0.00),7
16,PINOT NOIR,,,,,,,,,,
17,Jerez,1.35(0.11),0.34 (0.02),0.18(0.01),1.87(0.11),7.25 (0.77),1.73 (0.00),1.02 (0.20),10.00 (0.81),0.98 (0.13),6
18,Cabra,1.95(0.15),0.38 (0.03),0.14(0.01),2.47(0.15),6.37(2.24),1.67 (0.46),0.63 (0.09),8.672.46,0.74 (0.38),6
19,Ronda,0.14 (0.02),n.d.,n.d.,0.14(0.02),0.89 (0.35),0.22 (0.09),0.35 (0.12),1.46 (0.37),0.12(0.06),6
20,Cadiar,1.08 (0.01),0.27 (0.01),0.32 (0.01),1.67 (0.01),2.05 (0.30),0.58 (0.12),0.83 (0.16),3.46 (0.34),0.14 (0.04),7
