,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,Classification,Name,CAS,Code,Contents (mg/kg),Contents (mg/kg),,,,,,,,,,,,
1,,,,name,Unroasted,100/,120/,140/,140/,140/,160/,160/,160/,180/,180/,180/,200/,220/
2,,,,,,20,20,10,20,30,10,20,30,10,20,30,20,20
3,,2-Bromoethyl benzoate,939-54-8,K18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,,2-Furoate-methyl,611132,K19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.22
5,,Sum, 924-414,,0.98,0.75,1.86,1.08,2.39,0.58,2.02,2.50,1.50,0.84,1.35,0.83,3.20,0.50
6,Alcohols,"1,5-Hexadien-3-ol", 924-414,L1,1.06,0.75,0.74,0.67,0.54,0.58,0.42,0.96,1.20,0.99,0.87,0.81,0.77,1.16
7,,1-Octen-3-ol,111273,L2,0.00,0.00,0.00,0.21,0.47,1.07,0.13,0.59,0.90,0.49,0.59,0.66,0.00,1.16
8,,1-Hexanol,111273,L3,0.52,0.70,0.77,0.84,0.93,1.07,0.52,0.78,0.65,0.19,0.08,0.06,0.00,0.00
9,,1-Octanol,111875,L4,0.29,0.34,0.42,0.44,0.43,0.42,0.10,0.09,0.00,0.00,0.00,0.00,0.00,0.00
10,,1-Pentanol,71-41-0,L5,0.10,0.14,0.20,0.31,0.35,0.51,0.13,0.26,0.10,0.00,0.00,0.00,0.00,0.00
11,,N-heptanol,111706,L6,0.00,0.00,0.10,0.00,0.00,0.18,0.05,0.35,0.00,0.00,0.00,0.00,0.00,0.00
12,,Maltol,118-71-8,L7,0.00,0.00,0.00,0.83,0.72,0.66,0.10,0.77,0.00,0.00,0.00,0.00,0.00,0.00
13,,Cis-2-penten-1-ol,1576-95-0,L8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.41,0.00,0.00,0.00,0.00,0.00,0.00
14,,Trans-2-octen-1-ol,18409-17-1,L10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00
15,,5-Hydroxymaltitol,1073-96-7,L10,0.00,0.00,0.09,0.24,0.21,0.23,0.14,0.21,0.26,0.00,0.00,0.00,0.00,0.00
16,,1-Penten-3-ol,31367461,L12,0.00,0.00,0.33,0.24,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17,,1-Penten-3-ol,616251,L12,0.00,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18,,"(3 S)- 1,3-Butanediol",2462161-2,L13,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
19,,"4-Methyl-1-penten-3-ol,",104767,L15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.59,0.00,0.00,0.00,0.00,0.00
20,,1-Nonen-3-ol,104767,L15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90,0.00,0.00,0.00,0.00
21,,1-Nonen-3-ol,21964-44-3,L16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,1.75,0.00
22,,Sum,95-47-6,L16,1.97,0.27,0.13,0.20,3.85,0.13,1.59,0.06,3.70,0.00,0.00,2.31,1.75,0.00
23,Aromatic compounds,"1,2-Xylene",108-88-3,M1,0.25,0.27,0.13,0.20,0.18,0.13,0.08,0.06,0.00,0.00,0.00,0.00,0.00,0.00
24,,Toluene,108-88-3,M2,0.03,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
25,,Butylbenzene,104-51-8,M3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19
26,,Indole,120729,M4,0.07,0.13,0.15,7.60,0.14,0.24,0.11,0.30,0.33,0.43,0.12,0.03,0.00,0.00
27,,"4-Ethenyl-2,6-dimethoxy-phenol",7786-61-0,M5,1.34,1.74,5.30,7.60,8.50,6.14,9.01,9.06,8.44,7.24,6.65,3.09,2.68,1.56
28,,2-Methoxy-4-vinylphenol,128370,M6,0.26,0.36,1.32,1.45,2.00,2.12,2.58,2.80,2.60,1.82,1.76,1.50,1.07,0.88
29,,"2,6-Di-tert-butyl-4-methylphenol",128370,M7,0.00,0.00,0.00,0.00,0.00,0.16,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.60
30,,5-Tert-butylpyrogallol,20481-17-8,M8,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.15,0.20,0.15,0.34,0.60
31,Alkenes,Sum,,,1.95,2.54,6.94,9.63,10.82,8.79,11.80,12.27,11.37,9.64,8.73,4.77,4.09,3.23
32,Alkenes,"2,4,4-Trimethyl-1-pentene",107-39-1,N1,0.00,0.00,0.00,0.20,0.36,0.68,0.20,0.67,0.39,1.12,0.39,0.00,0.00,0.00
33,,"2,4-Dimethyl-1,5-hexadiene",6870171-3,N2,0.32,0.46,0.40,0.06,0.30,0.27,0.29,0.23,0.16,0.10,0.03,0.05,0.03,0.00
34,,Cembrene,1898-13-1,N3,0.06,0.07,0.06,0.06,0.06,0.08,0.05,0.04,0.04,0.02,0.03,0.02,0.03,0.03
35,,1-Tridecene,2437-561,N4,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36,,"4,4-Dimethyl-1-hexene",1647-8-1,N5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.00,0.00,0.00,0.00,0.00
37,,"2-Methyl-1-heptene,",1587010-7,N6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00
38,,Sum,,,0.49,0.53,0.46,0.62,0.72,1.03,0.54,1.64,0.59,1.24,0.48,0.07,0.04,0.03
39,Alkanes,Tetradecane,629594,01,0.12,0.22,0.25,0.27,0.45,0.83,0.53,1.10,1.20,1.12,1.25,1.40,1.65,2.10
40,,Neopentane,463821,02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.42,0.00,0.00,0.00
41,,"2,4-Dimethyl-hexane",589-435,03,0.67,1.45,1.36,1.28,1.20,1.10,0.88,0.69,0.55,0.30,0.21,0.12,0.08,0.06
42,,Dodecane,112403,04,0.67,0.36,0.47,0.62,0.63,0.00,0.19,0.26,0.34,0.00,0.00,0.00,0.00,0.00
43,,Undecane,1120-21-4,05,0.09,0.08,0.00,0.00,0.08,0.07,0.07,0.05,0.00,0.00,0.00,0.00,0.00,0.00
44,,Heneicosane,629947,06,0.48,0.24,0.17,0.15,0.08,0.02,0.03,0.03,0.02,0.00,0.00,0.00,0.00,0.00
45,,"3,8-Dimethyl-decane",17312-55-9,07,0.31,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
46,,8-Hexyl-pentadecane, 2040951,08,0.12,0.00,0.00,0.07,0.11,0.09,0.01,0.18,0.12,0.00,0.00,0.00,0.00,0.00
