,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Sample,P,S,K,Ca,Fe,Zn,Mn,Ni,Cu,Ti,Rb,Sr
1,EC100 547,438011,1380  9k,12900  10i,7423klm,95.6  1.6f,18.7  0.4ef,401,10.2  0.2hi,6.04  0.06ef,18.3  0.6c,21.3  0.1hi,4.79  0.05gh
2,IC 2514,2970  6s,1380 4k,26100 8c,730  4n,78.3  1.5h,28.8  0.6a,59.5  0.58h,19.0  0.2d,8.03  0.1obc,7.23  0.23kl,61.2  2.3a,2.76  0.02
3,EC 100 566,9300  7b,2660  9c,26100  3b,1370  6c,87.4  0.78,26.2  0.3a,40.0  0.9m,24.7  0.3c,6.08  0.20ef,12.4  0.4f,50.1  2.8b,3.59  0.04lm
4,EC 100 563,3770  12n,927  2s,9640  2n,753  3j,56.4  0.4,9.15  0.25mn,27.4  0.7P,6.29  0.291o,5.40  0.69efgh,7.98  0.40ik,10.8 0.1pq,2.04  0.06P
5,EC 100 549,9680  2a,1890  4e,14400 48,1180 4d,70.1  1.2ikl,18.7  0.3ef,45.9  0.4,13.3  0.3f,5.39  0.34fgh,12.9  0.3f,31.9  0.8c,8.46  0.05
6,EC 100 541,3160  69,925  1s,8320  2s,412  2w,48.4  0.4P,10.8  0.5klm,24.6  0.69,6.28  0.28no,6.37  0.64de,8.42  0.18,22.0  0.58hi,4.05  0.05
7,EC 100 565,2410  12v,629  5w,8580  4r,7523tik,66.54  0.04kl,10.9  0.1klm,31.7  1.1,6.02  0.10o,4.49  0.15hijik,3.72  0.10,16.2  0.4b,2.83  0.00
8,R.LOCAL,2410  4b,629  3w,8580  3r,7522ijk,66.5  0.3kl,10.9  0.1klm,31.7  0.7,6.02  0.17no,4.49  0.18hijk,3.72  0.20,16.2  0.2,2.83  0.02
9,EC 100 554,37507,1530  3i,10500 3m,748  3jkl,58.3  0.4no,14.6  0.6gh,64.4  0.1f,8.25  0.25kl,6.21  0.36def,4.700.25n,23.5  0.5fgh,00r
10,EC 100 562,4400  3i,1240  4n,125005,734 gmn,38.2  1.3f,17.62  0.02f,31.4  0.5,11.1  0.1hg,4.22  0.22iklm,8.59  0.15i,28.2  0.3d,6.93  0.03d
11,IC 25112,4040  2l,13105,9290  4,570  2t,47.6  0.2Pq,9.58  0.00lmn,36.5  0.2n,8.14  0.24kl,3.87  0.17jklmn,10.8  0.88,13.1  0.6mno,2.77  0.03
12,EC 100 560,4130 3k,1640  28,14300  4h,515 4u,47.4  0.4Pq,11.7  0.3jk,31.7  0.2,9.77  0.17i,4.43 0.17hijkl,8.10  0.17jk,16.0  0.1kl,2.92  0.03
13,EC 100 568,865  4(2)c,3811,7210  3u,712  4,43.6  0.69,13.3  0.5hi,53.4  0.1,6.28  0.28no,6.12  0.20ef,5.53  0.23mn,16.9  0.9k,5.05  0.08f
14,EC 100 544,2140  2x,742  2u,6980  4w,702  4,56.2  1.1o,7.91  0.10no,53.1  0.2,6.30  0.51,2.16  0.27P,9.34  0.34hi,13.4  0.4lmn,3.62  0.08l
15,EC 100 542,1460  1(2)a,491  1y,4550  3(2)c,389  3*,23.1  0.5s,7.91  0.10no,36.5  0.8n,6.95  0.20mn,2.42  0.42p,6.76  0.061,9.64  0.06pq,3.35  0.10mn
16,EC 100 543,2510 4,11702P,5570  42)a,6472P,45.9  0.9Pq,11.1  0.2jkl,57.2  0.4h,7.74  0.43lm,3.67  0.12klmn,5.05  0.08,8.40  0.269,0or
17,EC 100 550,3990  om,15703h,5330  3(2)b,602 3,61.7  1.7mn,12.2  0.3tk,99.8  0.9b,8.77  0.07jk,2.16  0.16P,6.48  0.48lm,10.6 0.3opq,00
18,EC 100 567,1320 12)b,564  2x,6320  2z,7615hi,395 4a,15.8  0.28,54.3  0.4i,11.9  0.18,4.71  0.30hij,18.3  0.5c,24.1  0.2efg,4.95  0.08fg
19,EC 100 551,4670  2h,1270  1m,12500 11k,952  5f,146 4b,20.9  0.9d,84.2  0.3c,15.2  0.3e,5.32  0.32fgh,35.2  0.2a,26.9  0.9d,9.07  0.07b
20,EC 100 548,4720  28,11801,115003,740  2lmn,50.2  0.3P,13.2  0.3hi,61.7  0.78,11.10.9gh,3.35  0.35mno,4.78  0.17no,23.2  0.3gh,4.63  0.05hi
21,YBBL-4,3300 1P,14002i,7190  1,524  3,66.2  0.4lm,13.1  1.ohi,51.5  0.4jk,11.6  0.28,5.33  0.57fgh,17  od,16.4  0.4k,4.45  0.05i
22,YBBL-17,16801,844 3t,6440  4y,4832,751hi,12.7  0.1,50.7  0.2b,8.72  0.3gikl,3.47  0.47lmn,8.61  0.11,19.8  0.2,2.78 0.13
23,YBBL-11,2990  1,106029,7220  4t,588  2s,127  4d,13.1  0.5hi,58.5  0.4h,7.97  0.00kl,5.05  0.088hi,19.2  0.3c,21.4  0.1hi,4.78  0.088h
