,0,1,2,3,4,5,6,7,8
0,,Moisture,Iron,Zinc,Calcium,IP5+IP6,Phy:Fe,Phy:Zn,Phy:Ca
1,E1,,,,,,,,0.24
2,E1,6.4,8.4.  0.31,3.5  0.06,82  0.6,324,3.2,9,0.93
3,E2,3.3,8.3  0.10,2.9  0.01,42 0.1,635,6.5,22,0.93
4,E3,5.8,8.7  0.96,3.1  0.06,33  0.2,513,5.0,16,0.95
5,E4,3.8,22.9  0.10,3.1  0.03,30  0.3,558,2.1,18,1.13
6,E5,0.7,16.2  0.4,5.8  0.4,73  0.20,514,2.7,9,0.43
7,E6,1.1,17.9  1.9,4.6  0.4,53  0.02,580,2.7,12,0.66
8,Zambia,,,,3181.6,,,,
9,Z1,7.7,7.8  0.02,1.7  0.00,3181.6,326,3.6,20,0.06
10,Z2,7.0,1.6  0.10,1.4  0.02,363  0.5,116,6.1,8,0.02
11,Z3,7.7,7.5  0.03,7.2  0.03,120 0.7,152,5.9,7,0.26
12,Z4,7.1,3.8  0.01,6.1  0.01,205  1.4,152,3.4,3,0.05
13,Malawi,,,,,,,,
14,M1,5.3,43.0  0.61,7.8  0.17,126  2.2,593,1.2,8,0.29
15,M2,5.4,21.9  0.14,8.1  0.02,135  2.5,586,2.3,7,0.26
16,Uganda,,,,,,,,0.52
17,U1,4.1,10.2  0.51,1.98  0.01,53  2.1,452,3.8,23,0.52
18,U2,4.0,11.3  1.61,2.2  0.07,126  14.1,426,3.2,19,0.20
19,U3,4.0,11.0  0.73,2.0  0.02,77  3.8,457,3.5,22,0.36
20,U4,3.5,16.2  5.83,2.4  1.09,73  4.9,585,3.5,21,0.31
21,U5,3.0,22.1  1.54,5.2  0.38,145  4.8,585,2.2,11,0.24
22,Senegal,,,,,,,,
23,S1,0.8,4.1  0.03,2.3  0.06,25  0.6,468,9.7,2,0.14
24,S2,0.6,4.2  0.31,1.7  .0.02,24  0.6,302,0.6,2,0.08
25,S3,1.7,17.7  0.19,12.3  0.12,182  2.0,144,0.7,1,0.05
26,S4,1.1,9.8 0.23,3.2  0.14,289  0.3,217,0.2,1,0.00
27,S5,0.6,3.0  0.15,1.9  0.01,43  3.0,432,1.2,2,0.06
28,S6,0.0,7.1  0.26,1.60.01,129  1.2,146,1.7,9,0.07
29,S7,1.1,9.3  0.20,0.4  0.01,19  0.2,18,0.1,2,0.02
30,S8,1.6,8.3  0.31,0.3  0.01,18  0.3,7,0.1,<1,0.00
