,0,1,2,3
0,,Total,1st Vintage,2nd Vintage
1,(A White,,,
2,Ash,1.83+0.45a,1.850.47,1.81+0.43
3,Ash alkalinity,1.170.38a,1.120.34,1.22+0.4
4,Total SO2,92.5932.13a,94.48+33.68,91.02+31.19
5,Free SO2,18.89+13.47b,16.6511.27,20.74+14.95
6,Combined SO2,73.726.56b,77.8226.84,70.28+26.21
7,(B) Rose,,,
8,Ash,2.06+0.53b,1.99+0.49,2.12+0.58
9,Ash alkalinity,1.32+0.29a,1.22+0.28,1.40.27
10,Total SO2,73.233.61b,75.9331.08,78.436.87
11,Free SO2,12.529.96a,10.579.64,14.3310.23
12,Combined SO2,64.6929.74b,75.3627.23,64.0732.86
13,(C) Red,,,
14,Ash,2.990.58c,2.990.56,30.6
15,Ash alkalinity,1.850.33b,1.820.38,1.870.29
16,Total SO2,56.632.42c,58.8131.06,54.78+33.87
17,Free SO2,16.29.32ab,13.228.44,18.639.41
18,Combined SO2,40.4+28.01a,45.59 25.62,36.529.52
