,0,1,2,3,4,5,6,7,8
0,,Ti,,Cr,,Ni,Al,B,Pb
1,BJ,0.2450.001 abcd,0.2450.001 abcd,0.3850.007 e,0.3850.007 e,0.2450.008ab,16.50.8 ab,2.590.14bcd,n.d.
2,BZ,0.2090.004cd,0.2090.004cd,0.5850.055bc,0.5850.055bc,0.2570.021 ab,14.5  0.2 def,1.63  0.03 ef,0.1300.011 a
3,DB,0.194  0.002 d,0.194  0.002 d,0.463 0.021 bcde,0.463 0.021 bcde,0.295  0.034 a,13.8  0.1 f,2.34  0.09 cde,0.0540.002c
4,HP,0.227,0.029 bcd,0.580,0.031 bcd,0.2310.012 ab,14.1 0.4 ef,2.09  0.10 def,0.0910.001 b
5,JB,0.214  0.011 cd,0.214  0.011 cd,0.648,0.037 b,0.241  0.004 ab,14.5  0.4 def,2.08  0.06 def,n.d.
6,JD,0.203,0.006cd,0.384,0.014 e,0.219  0.003 b,14.8  0.3 bcdef,0.28 bcd,n.d.
7,JS,0.266,0.028 abc,0.394,0.001 de,0.2350.014 ab,16.8  0.4 a,0.35 cdef,n.d.
8,LB,0.217,0.007cd,0.411,0.048 cde,0.2330.004 ab,14.6  0.3 cdef,2.05  0.03 def,0.125  0.006 a
9,LZ,0.2510.014 abcd,0.2510.014 abcd,0.530,0.040 bcde,0.250  0.007 ab,14.80.1bcdef,0.09 ab,0.105  0.009 ab
10,NP,0.282  0.006 ab,0.282  0.006 ab,0.400,0.010 cde,0.2430.013 ab,16.20.2 abc,2.85  0.18 abc,0.082  0.012 b
11,PB,0.284  0.009 ab,0.284  0.009 ab,0.382,0.006 e,0.249  0.012 ab,15.8 0.3 abcd,2.37  0.06 cde,0.023  0.005 d
12,PZ,0.204  0.008 cd,0.204  0.008 cd,0.991,0.094 a,0.236  0.017 ab,14.2  0.2 def,2.11  0.09 def,n.d.
13,XZ,0.1900.006 d,0.1900.006 d,0.536,0.012bcde,0.2380.005ab,14.5  0.1 cdef,1.59  0.04 f,n.d.
14,YL,0.309  0.004 a,0.309  0.004 a,0.471, 0.031 bcde,0.234 0.002 ab,15.6  0.2 abcde,3.59  0.04 a,n.d.
15,YZ,0.207  0.001 cd,0.207  0.001 cd,0.366,0.005 e,0.234  0.012 ab,14.6  0.1 cdef,2.26  0.06 cdef,n.d.
