,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,,,Na,Mg,K,Ca,Mn,Fe,Cu,Zn,Co,Se,Ni,Cr,Cd,Pb
1,Production site: Pantelleria,Production site: Pantelleria,,,,,,,,,,,,,,
2,Capers,Min.,33.5,1042,8115,1941,6.38,14.0,23.2,15.0,0.062,0.426,0.419,0.250,0.134,0.475
3,,Max,33.5,1098,8115,2024,6.38,20.0,31.8,20.3,0.162,1.42,0.768,1.16,0.266,0.842
4,,Mean,30.5,1082,8058,124,5.08,17.03,27.05,16.5,0.119,0.803,0.621,0.661,0.191,0.14
5,,Std,1.4,76,433,124,0.7,1.8,2.9,1.7,0.03,0.22,0.19,0.21,0.03,0.14
6,Caper berries,Min.,29.9,633,3574,786,1.92,9.35,23.4,10.6,0.058,0.015,0.621,0.156,0.116,0.186
7,,Max,35.9,675,3633,827,2.61,13.7,31.9,17.4,0.217,0.316,1.24,0.855,0.273,0.581
8,,Mean,33.0,656,3598,803,2.38,11.1,28.6,13.4,0.120,0.187,0.958,0.589,0.155,0.359
9,,Std,1.9,11,19,11,0.19,1.2,2.8,2.02,0.06,0.09,0.22,0.19,0.03,0.15
10,Production site: Lipari,Production site: Lipari,,,,,,,,,,,,,,
11,Capers,Min.,24.2,587,1486,526,2.01,11.5,13.2,12.1,0.083,0.128,<LOD,0.016,0.086,0.165
12,,Max,31.4,611,1535,526,4.14,11.5,18.5,15.6,0.343,0.465,<LOD,0.475,0.227,0.268
13,,Mean,28.8,595,1509,516,2.84,10.1,15.3,13.8,0.244,0.240,<LOD,0.196,0.121,0.191
14,,Std,2.1,8.7,16,8.9,0.6,0.8,1.8,1.1,0.08,0.09,,0.15,0.03,0.04
15,Caper berries,Min.,24.2,587,1486,504,2.01,8.42,13.2,12.1,0.086,0.125,<LOD,0.019,0.083,0.153
16,,Max,44.6,719,4182,2713,4.91,17.5,30.6,15.7,0.39,0.646,0.22,0.73,0.187,0.262
17,,Mean,42.7,706,4161,2698,3.8,12.9,25.2,13.0,0.221,0.459,0.12,0.471,0.115,0.156
18,,Std,1.7,8.6,20,13,0.48,2.2,2.9,1.1,0.11,0.12,0.053,0.13,0.04,0.04
19,Production site: Salina,Production site: Salina,,,,,,,,,,,,,,
20,Capers,Min.,23.0,563,5423,779,2.24,13.5,21.6,9.06,0.078,0.082,1.26,0.385,0.034,0.066
21,,Max,28.9,592,5485,793,3.67,19.6,31.1,16.0,0.285,0.378,2.79,1.99,0.231,0.334
22,,Mean,25.0,577,5456,793,2.92,16.8,26.0,13.3,0.155,0.18,2.03,1.28,0.158,0.210
23,,Std,1.7,9.1,19,8.8,0.50,2.3,3.2,2.0,0.07,0.090,0.49,0.51,0.06,0.11
24,Caper berries,Min.,61.3,922,6784,107,1.94,16.1,19.,14.6,0.043,0.046,0.735,0.282,0.098,0.093
25,,Max,71.3,962,6874,123,4.54,23.8,26.3,21.6,0.345,0.069,0.979,0.864,0.193,0.771
26,,Mean,68.1,940,6839,115,3.09,17.8,23.1,17.7,0.171,0.059,0.879,0.572,0.130,0.421
27,,Std,3.2,13,28,5.5,0.85,2.3,2.4,2.3,0.09,0.01,0.08,0.21,0.04,0.18
28,Capers,Min.,22.3,297.9,2427,485,6.79,25.6,40.3,17.1,0.055,0.125,0.581,0.052,0.027,0.048
29,,Max,30.5,320,2463,505,11.5,30.3,47.2,28.4,0.169,0.298,1.018,0.225,0.283,0.322
30,,Mean,27.1,307,2451,495,8.53,27.8,44.1,22.3,0.111,0.205,0.801,0.167,0.112,0.177
31,,Std,2.3,8.8,10,6.7,1.4,1.6,2.2,3.1,0.03,0.05,0.16,0.07,0.058,0.08
32,Caper berries,Min.,43,1047,2264,271,6.84,7.38,31.4,26.0,0.058,0.026,0.334,0.233,0.058,0.299
33,,Max,56.6,1095,2309,287,11.4,11.5,40.0,30.9,0.13,0.21,0.62,0.39,0.22,0.46
34,,Mean,50.3,1067,2285,281,9.16,8.78,36.5,28.4,0.093,0.147,0.469,0.318,0.142,0.377
35,,Std,3.6,18,13,4.4,1.4,1.1,2.3,1.8,0.03,0.06,0.12,0.05,0.06,0.06
