,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Variables,ALT,SC,KT,DM,SOR,GLU,FRU,SUC,TS,TS:SOR,GLU:FRU,FRU:SOR
1,ALT,1,.000,.000,.539**,.469**,.174**,-.058,.583**,.851**,-.448**,.499**,-.421**
2,SC,,1,.500**,.193**,.353**,.100,.026,-.052,145**,.451**,.582**,.260**
3,KT,,,1,-.100,.294**,.247**,.105,.284**,.269**,.573**,.108,.605**
4,DM,,,,1,.489**,.076,.032,.281**,.494**,.253**,.130*,.218**
5,SOR,,,,,1,.089,.099,.225**,.582**,.525**,.084,.447**
6,GLU,,,,,,1,.858,-.555*,.168**,-.128*,.119*,-.012
7,FRU,,,,,,,1,.690**,.047,-.111*,.136*,.034
8,SUC,,,,,,,,1,.681*,.292**,.460**,.410**
9,TS,,,,,,,,,1,.597**,.533**,.596**
10,TS:SOR,,,,,,,,,,1,.198**,.933**
11,GLU:FRU,,,,,,,,,,,1,.397**
12,FRU:SOR,,,,,,,,,,,,1
