,0,1,2,3,4,5,6,7,8,9,10,11,12
0,,,,Ca/P,,Zn/Cu,Zn/Cu,,Na/K,Na/K,,Meq,
1,,,,Weight,,Weight,Weight,Weight,,Meq,,Meq,
2,,,,Basis,,Basis,Basis,,Basis,Basis,,Basis,
3,,,Milk,Milk,Suy,Milk,,SOy,Milk,,Soy,Milk,Soy
4,Firm,A,--_*,--_*,1.5,---,,8.7,---,,0.55,--,3.3
5,,B,1.4,,1.2,8.9,,7.3,0.55,,0.62,2.4,2.1
6,,c,1.3,,1.5,9.5,,5.7,0.49,,0.70,2.3,2.6
7,,D,1.5,,1.4,7.6,,9.0,0.39,,0.54,2.2,2.5
8,Overall,,,,,,,,,,,,
9,Mean,,1.4,,1.5,8.7,,7.7,0.49,,0.58,2.3,2.8
10,Human Milk,,---,2.3**,-,1.7,to,11.7,-,0.55,--,1.8,--
