,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Food group,Product group,n,,His,ILe,Leu,Lys,Met,Phe,Thr,Val,Total Protein
1,Dairy products,Cheese,12,Median,766,922,2050,1200,823,1530,849,1270,24.7
2,,,,Max,825,937,2100,1280,876,1690,879,1280,25.1
3,,,,Min,706,907,2010,1130,770,1370,819,1260,24.1
4,,Milk,24,Median,94.8,140,286,187,98.1,180,135,167,3.20
5,,,,Max,107,147,300,217,106,214,140,176,3.27
6,,,,Min,86.7,137,275,144,93,164,129,161,2.90
7,,Yoghurt,24,Median,110,148,305,187,110,213,147,174,3.53
8,,,,Max,115,158,327,200,113,227,160,186,3.74
9,,,,Min,100,143,281,169,101,181,139,170,2.79
10,Eggs and egg products,Eggs and egg products,24,Median,345,586,1190,926,558,838,672,780,15.7
11,,,,Max,358,662,1320,1080,627,897,737,884,19.0
12,,,,Min,333,511,1060,770,489,778,607,677,15.4
13,Fish and fish products,Bivalves,12,Median,282,386,879,627,382,547,525,432,13.7
14,,,,Max,287,390,891,636,383,548,528,437,14.7
15,,,,Min,277,383,867,618,381,546,522,427,11.6
16,,Crustaceans,12,Median,414,567,1390,1150,692,958,644,634,25.9
17,,,,Max,440,586,1420,1200,725,1030,667,650,28.4
18,,,,Min,387,548,1360,1100,660,887,621,618,25.3
19,,Fat fish,120,Median,917,726,1560,1270,766,978,870,834,25.0
20,,,,Max,2160,1110,2060,2040,934,1210,1210,1270,30.7
21,,,,Min,665,490,1128,863,589,534,683,663,22.3
22,,Lean fish,168,Median,455,638,1380,1280,676,878,771,712,21.3
23,,,,Max,635,1060,2010,2090,916,1160,1930,1140,27.3
24,,,,Min,312,423,935,526,350,623,441,406,12.5
25,,Molluscs,24,Median,313,506,1140,783,509,613,630,505,17.7
26,,,,Max,378,571,1250,954,574,857,665,543,18.9
27,,,,Min,277,451,1010,717,468,521,590,480,16.3
28,Meat and meat products,Delicatessen,36,Median,790,795,1750,1420,777,1110,956,881,28.1
29,,,,Max,697,684,1340,1190,576,981,761,775,19.6
30,,,,Min,358,402,798,560,326,585,459,449,10.5
31,,Red meat,48,Median,902,854,1810,1570,788,1100,1070,957,29.4
32,,,,Max,1010,999,2040,1960,928,1290,1170,1080,30.4
33,,,,Min,618,688,1620,1100,667,972,909,806,25.1
34,,White meat,36,Median,790,795,1750,1416,777,1110,956,881,28.1
35,,,,Max,896,857,1890,1510,893,1230,1040,968,29.3
36,,,,Min,589,660,1540,1300,690,974,879,775,13.5
37,Pulses,Dry Pulses,60,Median,74.2,90.1,182,144,29.5,121,87.5,103,10.6
38,,,,Max,364,481,952,475,172,835,457,484,15.5
39,,,,Min,54.9,62.2,137,107,22.4,100,58.5,64.3,4.90
40,,Fresh Pulses,24,Median,60.1,87.4,176,159,21.7,99.4,78.3,98.6,7.20
41,,,,Max,69.8,97.6,191,165,22.2,106,81.7,105,7.80
42,,,,Min,52.4,80.4,156,157,21.3,90.6,71.1,89.7,6.70
43,Products for non-standard diets,Seitan,12,Median,647,776,1900,398,531,1760,732,930,33.3
44,,,,Max,669,783,1910,409,537,1800,763,940,33.4
45,,,,Min,625,770,1890,387,525,1720,700,921,31.2
46,,Tofu,12,Median,413,575,1230,787,243,893,578,594,18.8
47,,,,Max,419,587,1240,836,246,925,589,620,20.1
48,,,,Min,406,562,1220,738,241,861,567,567,17.5
