,0,1,2,3,4,5,6,7,8
0,Variety,Total oil,Palmitic acid,Stearic,Oleic acid,Linoleic,Total saturated,Total unsaturated,Unsaturated/
1,,content,16:0,acid,18:1 n9,acid,fatty acids,fatty acids,Saturated
2,,,,18:0,,18:2 n6,,,fatty acids ratio
3,Kargalak,67.4  0.86b.c,5.880.01a.b,2.790.00a,83.50.13,6.760.08b,"8.670.01b.c,d","90.20.21b.c.d,e.f",10.4  0.0d.e
4,Palaz,68.0  1.26b.c,6.540.01b,"3.08  0.04a,b",81.80.08h,7.280.08c,9.62  0.05e,89.10.16b,9.30.ob.c
5,incekara,68.2 0.1gb.c,5.68  0.17a.b,2.500.03a,"79.5  0.01d,e",11.030.14,"8.18  0.20a,b.c","90.5  0.15c.d.e,f",11.1 0.2e.f
6,Sivri,68.4  0.97c.d,6.03  0.11a.b,2.790.10a,79.7  0.08d.e,10.180.00g,"8.82  0.22c.d,e",89.9 0.0gb.c.d,"10.2  0.oc.d,e"
7,Yassi Badem,68.1 1.04c.d,5.57 0.48a.b,2.080.06a,81.5 0.46g.h,9.610.12f,7.65  0.54a,91.10.5ge.f,11.90.9f.g
8,Fosa,60.4  0.61a,5.69  0.02a.b,"3.12  0.04a,b",74.0 0.13a,15.99  0.08l,"8.81  0.07c.d,e","90.0 0.21b.c,d,e","10.2  0.1c.d,e"
9,Kalinkara,"68.8  0.49c,d",5.34  0.04a.b,2.160.02a,76.70.14b,14.39  0.05k,7.49  0.06a,91.10.19f,12.2  0.0g
10,Yuvarlak Badem,66.20.49b,5.90 0.04a.b,3.06  0.36a.b,77.7  0.60c,11.750.19,"8.96  0.40c.d,e",89.4 0.79b.c,10.00.5b.c.d
11,Kus,68.3  1.21c.d,5.52 0.08a.b,2.380.01a,80.2  0.03e.f,10.470.05h,7.89  0.08a.b,"90.7 0.08d.e,f",11.50.1g
12,Cakildak,"68.2 0.84c,d",4.59 0.26a,4.61  0.26b,83.10.14i,6.390.06a,9.19  0.52d.e,89.5  0.20b.c,9.70.ob.c.d
13,Kan,67.2  1.60b.c,"6.29 0.03a,b","2.98  0.08a,b",80.7  0.12f.g,8.81  0.07d,"9.27  0.11d,e",89.5  0.20b.c,9.70.1b.c.d
14,Uzun Musa,67.9 0.49b.c,7.08 0.58b,3.68  0.63a.b,79.1  1.22d,8.750.19d,10.75  1.21f,87.91.41a,8.2 1.1a
15,Aci,69.9  1.69d,5.80  0.04a.b,3.19 0.01a.b,80.7  0.24f.g,9.110.26e,"8.99  0.05c.d,e",89.8  0.50b.c.d,10.0 0.ob.c.d
16,Tombul,68.4  1.03c.d,6.13  0.03a.b,"3.58  0.08a,b",79.00.13d,10.110.06g,9.720.11e,89.10.19b,9.2 0.1b
