,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,Food items USA (Keeton et al.,Food items USA (Keeton et al.,Food items USA (Keeton et al.,Greek(Fytianos and,Greek(Fytianos and,Tunisia,,FranceMenard et al.s,FranceMenard et al.s,Slovenia(SuSin,Slovenia(SuSin,Jordan (Amr and,Jordan (Amr and,Iran (Rezaei et al.2014;,Iran (Rezaei et al.2014;
1,,1981,,Siomos and Dogras 2016),Siomos and Dogras 2016),Siomos and Dogras 2016),,,,,,,,"Arbabi-Bidgoli,2014","Arbabi-Bidgoli,2014"
2,,,,"2000; Susin et al.,","2000; Susin et al.,",,,,,,,,,,
3,,,,2006),,,,,,,,,,,
4,,NO,NO2,NO3,NO2,NO,NO,NO,NO2,NO3,NO2,NO,NO2,NO,NO2
5,,,,,,,,,,,,,,3045,0.55-1.4
6,,,,,,,,,,,,,,2255-3646,
7,,,,,,,,,,,,,,490130*,0.560.37
8,Carrot,ND-2800,,6.0  0.5,,890,,120-861,ND-4.1,264,0.2,,,333-797,ND-1.1
9,,72.0  56.0,,87.0,,440-1800,,,,7-1042,ND-,,,50.0  30.0*,0.480.28
10,,,,,,,,,,,0.4,,,,
11,Potato,57-1000,,32.0,,225,,191-730,ND-10.5,158,1.2,6.6-54.0,ND-1.32520,ND-1.32520,0.9
12,,,,11-59,,474,,717,-,2-704,ND-7.6,,,347 45,
13,,,,,,215-1080,,,,,,,,88.0  61.0*,0.520.31
14,Cucumber,17-570,,157188,,875,,191-1800,,63,0.2,,,42.7,9.0
15,,24.0,0.5,19.5-576,,800-959,,,,4-245,ND-,,,12.3-88.6,2.8-18.5
16,,,,,,,,,,,0.8,,,88.0 70.0*,0.570.31
17,Onion,128,0.4,12784,,310,,52.0-210,ND-11.0,,,,,999,4.0
18,,,,19.8-240,,270-350,,,,,,,,712-129,1.1-9.4
