,0,1,2,3,4,5,6,7,8
0,,Daily CBFF,CBFF contribution to,Recommended folate,Daily breast,Daily folate,Contribution of breast,Folate intake from,CBFF intake
1,,folate intake,the RNIa,intake (RNI)b,milk intake,intake from,milk to RNI,foods to reach,needed to reach
2,,,,,,breast milkd,,100%RNI,100% RNIf
3,,(g/day),(% of RNI),(g/day),(ml/day),(g/day),(% of RNI),(g/day),(g/day)
4,6-11 months (breastfed),6-11 months (breastfed),,,,,,,
5,Akassa,3.2,4%,80,660,56.1,70%,23.9,940
6,Doncounou,2.5,3%,,,,,,549
7,Kaffa,4.6,6%,,,,,,456
8,Massa,0.8,1%,,,,,,239
9,Fura,1.4,2%,,,,,,93
10,Ben-kida,6.2,8%,,,,,,961
11,Ben-saalga,6.4,8%,,,,,,1073
12,12-23 months (breastfed),12-23 months (breastfed),,,,,,,
13,Akassa,10.8,7%,150,550,46.7,31%,103.3,4066
14,Doncounou,8.2,5%,,,,,,2372
15,Kaffa,15.2,10%,,,,,,1973
16,Massa,2.7,2%,,,,,,1032
17,Fura,4.3,3%,,,,,,402
18,Benk-ida,4.8,3%,,,,,,4154
19,Ben-saalga,5.0,3%,,,,,,4640
20,24-35 months (non-breastfed),24-35 months (non-breastfed),,,,,,,
21,Akassa,24.6,16%,150,0,0,0%,150.0,5902
22,Doncounou,18.7,12%,,,,,,3443
23,Kaffa,34.6,23%,,,,,,2864
24,Massa,8.2,5%,,,,,,1499
25,Fura,14.0,9%,,,,,,584
26,Ben-kida,7.9,5%,,,,,,6029
27,Ben-saalga,8.2,5%,,,,,,6735
