,0,1,2,3,4,5,6,7,8
0,Compounds,Broccoli,,,,Collard,,,
1,,BO-M,BO-P,B60-P,B100-P,CO-M,CO-P,C60-P,C100-P
2,Total GSL,297.66  1.15,0.36  0.04,0.40  0.03,55.35  2.15,195.04  4.90,n.d.,3.83  0.1,65.98  0.21
3,GBI,12.91  1,n.d.,n.d.,3.23  0.25,67.50  1.69,n.d.,2.21  0.3,23.20  0.71
4,GRA,95.97  5.63,n.d.,n.d.,25.50  2.12,n.d.,n.d.,n.d.,n.d.
5,PRO,n.d.,n.d.,n.d.,n.d.,4.55  0.38,n.d.,n.d.,0.12  0.02
6,SIN,n.d.,n.d.,n.d.,n.d.,21.91  1.66,n.d.,0.71  0.03,10.15  0.21
7,OHGBS,3.31  0.28,n.d.,n.d.,0.74  0.08,8.48  0.42,n.d.,0.71  0.03,n.d.
8,GBS,85.42  2.36,0.36  0.06,0.40  0.03,18.63 0.93,80.33  1.00,n.d.,0.86  0.00,21.22  0.02
9,4OMeGBS,17.92  1.26,n.d.,n.d.,2.25  0.15,4.21  0.37,n.d.,n.d.,1.41  0.26
10,neoGBS,82.12  2.69,n.d.,n.d.,6.01  0.31,8.07  0.32,n.d.,0.06  0.01,n.d.
11,13C,n.d.,27.83  1.89,40.79  2.24,6.60  0.52,n.d.,16.65  0.56,23.41  0.47,4.61  0.12
12,I3CN,n.d.,3.89  0.48,n.d.,12.36  0.54,n.d.,3.66  0.06,0.91 0.06,6.91  0.53
13,DIM,n.d.,3.78  0.56,6.54  0.09,n.d.,n.d.,4.04  0.11,9.81  0.57,0.53  0.01
14,SN,n.d.,25.80  0.88,2.35  0.24,n.d.,n.d.,n.d.,n.d.,n.d.
15,SF,n.d.,2.25  0.17,37.19  0.68,n.d.,n.d.,n.d.,n.d.,n.d.
