,0,1,2,3,4,5,6,7,8,9
0,,Total,,pH 1.5,pH 2,pH 3,pH 4,pH 5,pH 6,pH 7
1,Al,50701620,Gastric,490  27,41541,27343,40539,708  22,87966,95819
2,,,Intestinal,86783,58367,56652,728  26,1260140,135074,1310170
3,,,Gastric Phase %,10,8,5,8,14,17,19
4,,,Intestinal Phase %,17,11,11,14,25,27,26
5,Fe,"33,6001200",Gastric,"21,100870","19,382 6",32118,1470180,3550330,3600410,3600200
6,,,Intestinal,"26,4001900","24,8009","14,9002300","11,20078","12,200930","11,6001600",9300440
7,,,Gastric Phase %,63,58,1,4,11,11,11
8,,,Intestinal Phase %,79,74,44,33,36,35,28
9,Co,7.6  0.2,Gastric,3.5  0.2,4.20.6,3.60.4,4.3  0.2,2.4  0.1,4.10.6,2.05  0.01
10,,,Intestinal,7.8  0.2,7.20.4,7.7  0.2,8.00.1,6.50.3,5.040.03,4.04  0.07
11,,,Gastric Phase %,46,55,47,57,32,54,27
12,,,Intestinal Phase %,103,95,101,105,86,66,53
13,Cu,102072,Gastric,100094,1100280,<LOD,284,608,10312,12430
14,,,Intestinal,120044,1120  70,68145,58334,552  52,338  29,25865
15,,,Gastric Phase %,98,108,,3,6,10,12
16,,,Intestinal Phase %,118,110,67,57,54,33,25
17,As,6216,Gastric,5811,553,22  2,286,251,223,242
18,,,Intestinal,772,7020,443,515,522,405,292
19,,,Gastric Phase %,94,89,35,45,40,35,39
20,,,Intestinal Phase %,124,113,71,82,84,65,47
21,cd,2421,Gastric,0.9  0.2,1.2  0.3,<LOD,<LOD,<LOD,<LOD,<LOD
22,,,Intestinal,1.0  0.3,<LOD,0.14  0.02,<LOD,0.430.05,0.33  0.03,0.190  0.001
23,,,Gastric Phase %,4,5,-,,,,
24,,,Intestinal Phase %,4,,1,-,2,1,1
25,Ba,176110,Gastric,12416,13222,17017,756,69  2,7410,9012
26,,,Intestinal,17311,1526,176 8,129 54,123  23,120 38,1306
27,,,Gastric Phase %,70,75,97,43,39,42,51
28,,,Intestinal Phase %,98,86,100,73,70,68,74
29,Pb,23115,Gastric,29318,1362,1343,13323,1314,16522,16920
30,,,Intestinal,88  2,11062,64.80.6,542,6814,6611,574
31,,,Gastric Phase %,127,59,58,58,57,71,73
32,,,Intestinal Phase %,38,48,28,23,29,29,25
