,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,Sample,,Added 5-HMF (g kg-1),Added 5-HMF (g kg-1),,,aExpanded uncertainty (U%),aExpanded uncertainty (U%),,bIntermediate precision (RSD %),bIntermediate precision (RSD %),bIntermediate precision (RSD %),,cTrueness (Recovery%)
1,Pine honey,,10,,,,10.4,,,6.5,,,,103.5
2,Strawberry jam,,15,,,,8.2,,,4.5,,,,94.5
3,Grape molasses,,20,,,,6.4,,,3.5,,,,101.5
4,Apple vinegar,,25,,,,7.2,,,3.6,,,,102.5
5,,,,"(b) The analysis results of 5-HMF levels present in honey, molasses, jam and vinegar samples, and percent recoveries of spiked samples (n: 5).",,,,,"(b) The analysis results of 5-HMF levels present in honey, molasses, jam and vinegar samples, and percent recoveries of spiked samples (n: 5).",,,,,
6,,,,After extraction with mixture of 2 mL of 2.0 mol L-1,,After extraction with mixture of 2 mL of 2.0 mol L-1,,,After extraction with mixture of 2 mL of 0.2 mol L-1,,,,,
7,,,,"one,2 mL) for 15 min at 45C",,,,,"HClO4, and Carrez-I and II solutions (sequentially each",,,**The,**The,****Found by the
8,Samples,,,"one,2 mL) for 15 min at 45C",,,,,"one,2.0 mL) under ultrasonic power for 5 min at 40C",,,experimental t-,,modified White
9,,"Added, mg",,"*Found, mg",RSD,Recovery,Recovery,"Added, mg","*Found, mg",RSD,Recovery,values,values,method mg kg-1
10,,kg~1 5-HMF,kg~1 5-HMF,kg~15-HMF,%,%,,kg~1 5-HMF,kg~1 5-HMF,%,%,,,
11,Grape,-,,7.65  0.30,3.9,,,-,7.70  0.30,3.9,-,"0.53, 0.26",,7.75  0.30
12,molasses,15,,22.30  0.80,3.7,98.0,,15,22.40  0.80,3.6,98.0,,,-
13,Carop,-,,18.05  0.70,3.9,-,,-,18.10  0.70,3.9,,"0.12, 0.24",,18.00  0.60
14,molasses,10,,27.80  1.0,3.6,97.5,,10,27.70  1.0,3.6,96.0,,,-
15,Pomegranate,10,,22.30  0.80,3.6,97.0,,10,22.20  0.80,3.6,95.5,"0.35, 0.17",,12.70  0.40
16,Apricot jam,-,,4.30  0.15,3.6,-,,,4.30  0.15,3.5,-,"0.53, 0.53",,4.35  0.15
17,Apricot jam,15,,18.80  0.60,3.2,97.3,,15,18.90  0.60,3.2,97.3,,,
18,Strawberry,,,1.15 0.04,3.5,,,,1.05  0.04,3.8,,"1.98, 1.98",,1.10  0.04
19,jam,15,,15.70  0.60,3.8,98.2,,15,15.60  0.60,3.8,97.5,,-,-
20,Cherry berry,,,2.20  0.07,3.2,,,,2.25  0.07,3.1,,"2.26, 1.13",,2.30  0.07
21,Cherry berry,15,,17.00  0.50,2.9,99.0,,15,16.90  0.40,2.4,98.0,,,
22,Fig jam,,,9.55  0.35,3.7,-,,-,9.65  0.35,3.6,-,"0.23, 0.23",,9.60  0.35
23,Fig jam,10,,19.10  0.70,3.7,96.0,,10,19.20  0.70,4.2,96.0,,,
24,Flower honey,,,4.75  0.20,4.2,,,,4.85  0.20,4.2,,"0.40, 0.40",,4.80  0.20
25,Flower honey,15,,19.20  0.70,3.6,96.7,,15,19.40  0.70,3.6,97.3,,-,
26,Pine honey1,,,8.60  0.30,3.5,,,,8.65  0.30,3.5,-,"0.53, 0.26",,8.70  0.30
27,Pine honey1,10,,18.10  0.60,3.3,95.0,,10,18.20  0.60,3.3,95.5,,,
28,Pine honey2,10,,23.40  0.70,3.0,96.0,,10,23.30  0.70,3.0,96.0,"0.17, 0.17",,13.65  0.40
29,Grape,,,3.100.10,3.2,-,,-,3.20  0.10,3.2,-,"0.79, 0.79",,3.15  0.10
30,vinegar,15,,17.70  0.60,3.4,97.7,,15,17.80  0.60,3.4,97.7,,-,-
31,Apple vinegar,,,2.20  0.07,3.1,,,,2.25  0.07,3.1,,"2.26,1.13",,2.30  0.07
32,Apple vinegar,15,,16.75  0.50,3.0,97.3,,15,16.70  0.50,3.0,97.3,,-,
