,0,1,2,3,4,5,6,7,8
0,,,Storage time (days),,,,,,
1,Parameter,Treatment,D1,D7,D14,D21,D30,D60,D90
2,Vitamin C (mg ascorbic acid,F,4.09  0.31B,,,,,,
3,0.100mL-,P,4.06,6.88  0.28cB,7.93,7.28,8.17,2.90,3.08
4,,,0.11dB,,0.19abA,0.3gbcA,0.09 aA,0.35eA,0.03eA
5,,MP,6.42  0.23bA,7.96,7.91,6.24  0.55bA,7.03,1.72,1.85
6,,,,0.22aA,0.01aA,,0.47abA,0.11B,0.48cB
7,Lutein (g 0.100 mL-1,F,11.5 1.4 A,,,,,,
8,,P,11.8  0.9aA,6.91  0.26b,7.26  0.12b,7.24  0.06b,7.17  0.19b,7.31  0.11b,7.60  0.20b
9,,MP,ND,ND,ND,ND,ND,ND,ND
10,Zeaxanthin (g 0.100 mL-1,F,1.25  0.08 A,,,,,,
11,,P,0.85  0.06B,ND,ND,ND,ND,ND,ND
12,,MP,ND,ND,ND,ND,ND,ND,ND
13,Cryptoxanthin (g 0.100 mL-1),F,1.06  0.01 A,,,,,,
14,,P,1.22  0.10bA,0.93 0.12c,1.27 0.00b,1.77 0.12a,1.600.10,0.920.07,0.960.07
15,,MP,ND,ND,ND,ND,ND,ND,ND
16,-carotene (ug 0.100 mL-,F,33.2  2.7AB,,,,,,
17,,P,37.2  3.4 aA,31.8  2.9abA,33.8  2.2abA,31.91.9abA,31.41.3ab,30.8  1.2b,29.7  0.8b
18,,MP,30.5  0.2aB,31.1,29.3  0.6bB,28.7  0.2bB,ND,ND,ND
19,,,,0.03aA,,,,,
20,Total Carotenoids (g 0.100 mL-1),F,46.9  4.0 A,,,,,,
21,,P,51.1  4.2 aA,39.7  3.2bA,42.7  2.3bA,40.9  1.8bA,40.1  1.3b,39.01.4b,38.3  1.0b
22,,MP,30.5  0.2aB,31.1 0.03aB,29.3  0.6bB,28.7  0.2bB,ND,ND,ND
