,0,1,2,3,4,5,6,7
0,Item,Crude fibre,Crude protein, Soluble sugar,Glucose,Vitamin C,Chlorophyll,Carotenoid
1,,g/100 g dw),,,,(mg/100 g dw),,
2,Cultivar,,,,,,,
3,GSC-2,6.77  0.23d,22.9  1.2c,20.4  0.8ab,6.12  0.21c,204  15e,1370100bc,19818bcd
4,GCS-3,7.970.07bc,19.21.1d,22.5  0.6a,5.43  0.26d,217  7e,1077 128cde,121  8e
5,GCS-5,6.69  0.20d,22.9  1.9c,20.6  0.9ab,4.72  0.27e,498  13a,943  17de,1171e
6,GCS-6,5.37  0.32e,27.4  0.7b,22.3  1.7a,7.06  0.44b,443 38b,1332113bc,19421 cd
7,GCS-7,8.40 0.44b,30.3  0.7a,15.6  0.6de,6.30  0.33c,291  11d,909  139e,124  22e
8,GS-11-52,5.18  0.47e,27.6 2.5b,14.4  1.1e,3.60  0.41f,398  30c,1250175bcd,18810d
9,FS-18,10.03  0.12a,16.2  3.6e,16.6  0.7de,5.45  0.03d,51113a,1430171b,237  3a
10,TNG-71,6.15  0.44d,26.0  0.8b,19.0 2.9bc,2.94  0.08g,439  40b,892  85e,19017 cd
11,GS-17-10,8.60  0.43b,20.3 0.3 cd,18.9  0.8bc,4.34  0.08e,107  10f,1487 275b,202 19bcd
12,GS-17-23,7.60  0.32c,21.1  0.3 cd,21.1  0.9ab,7.91  0.33a,131  7f,1797  346a,22510ab
13,GS-16-11,10.38  0.34a,19.9  0.4 cd,17.8  1.5 cd,4.38  0.22e,99  6f,106341cde,21716abc
14,p value,<0.001,<0.001,<0.001,<0.001,<0.001,<0.001,<0.001
15,Color,,,,,,,
16,Pure green,7.07 1.60b,24.0  4.7a,18.9  3.1,5.20  1.36,375  118a,1151236b,17144b
17,Purplish-green,8.86  1.29a,20.5  0.6b,19.3  1.8,5.54  1.84,112 16b,1449 389a,21517a
18,p value,<0.05,<0.05,>0.05,>0.05,<0.001,<0.05,<0.01
19,Mean  SD,7.56  1.70,23.1  4.3,19.0  2.8,5.301.47,304  156,1232  310,183  43
20,CV (%),22.5,18.6,14.7,27.7,51.3,25.2,23.5
