,0,1,2,3,4,5,6,7,8,9
0,Sample,Gluconic,Formic acid,Malic acid,Lactic acid,Acetic acid,Citric acid,Succinic acid,Fumaric acid,Propionic acid
1,,acid (g/L),(g/L),g/L,g/L,g/L,(g/L,g/L,g/L,(g/L)
2,1,28.10 0.09,0.140.05,0.55  0.06,1.150.09,2.58  0.08,2.91  0.04,1.030.07,2.46  0.96,0.22  0.02
3,2,26.610.03,0.140.01,0.29  0.02,0.76 0.02,2.48  0.02,1.870.01,0.66  0.03,0.51  0.06,<LOQ
4,3,17.25  0.29,0.35 0.01,0.85  0.08,1.510.09,2.38  0.05,2.20  0.08,1.33  0.45,3.16  0.49,1.21  0.04
5,4,18.342.44,0.080.00,0.290.06,0.700.21,2.420.03,2.520.11,0.600.17,3.94  0.43,1.46  0.22
6,5,24.18  0.22,0.25 0.01,0.57  0.04,1.180.31,1.31 0.08,0.51  0.05,0.85  0.35,1.96  0.04,<LOQ
7,6,45.86  0.65,1.010.03,0.43  0.04,1.25  0.02,1.49  0.22,0.65  0.08,0.79  0.47,1.44  0.48,<LOQ
8,7,28.250.04,0.120.01,0.08  0.01,0.340.01,0.650.01,0.590.01,0.340.02,0.460.07,<LOQ
9,8,39.601.74,1.200.02,1.32  0.03,3.110.41,16.61 0.06,1.69 0.31,1.52 0.02,24.03  0.13,1.28  0.29
10,9,29.340.05,0.150.01,0.850.01,1.130.02,1.130.01,0.220.01,1.360.05,1.000.10,<LOQ
11,10,38.22  6.08,0.23 0.01,1.150.25,1.300.24,1.180.10,0.180.12,0.950.03,1.210.44,1.060.08
12,11,27.120.06,0.08  0.02,0.430.03,1.200.11,0.620.05,0.200.03,0.460.03,1.66  0.14,<LOQ
13,12,14.27 0.12,1.040.01,1.45  0.05,3.63  0.26,1.78 0.16,0.92  0.07,1.600.44,3.03  0.35,<LOQ
14,13,26.23  0.26,0.640.01,1.710.01,4.95  0.09,2.29  0.13,1.810.14,2.70  0.23,5.29  0.33,<LOQ
15,14,26.89  1.75,0.60 0.02,1.74  0.03,5.30 0.01,3.11 0.03,3.130.13,3.72  0.20,8.02  1.78,1.640.04
16,15,32.360.00,0.710.00,2.34  0.00,5.270.00,2.840.00,1.840.01,3.980.01,7.48  0.04,1.750.01
17,16,19.81  0.06,0.52  0.01,1.31 0.47,3.09  0.03,2.69  0.02,1.090.01,3.93  0.06,6.970.19,3.33  0.08
18,17,25.634.49,0.810.03,1.47  0.02,3.260.04,2.600.02,1.550.01,3.120.04,5.37  0.05,1.510.03
19,18,18.81  0.06,1.460.01,1.720.00,3.94  0.03,2.010.01,1.460.01,2.75  0.06,3.190.79,0.20  0.06
20,19,43.14  4.25,1.520.54,2.86  0.00,5.04  0.14,2.67  0.08,1.930.16,2.40  0.01,24.40  2.39,4.95  1.19
21,20,49.510.20,0.41  0.02,0.52 0.00,3.69  0.05,1.930.03,0.350.01,0.37  0.02,1.070.02,<LOQ
22,21,44.14  1.13,0.86  0.42,1.44  0.43,3.78  0.02,1.86 0.18,0.120.01,0.75  0.22,<LOQ,<LOQ
23,22,25.811.19,0.810.06,0.62  0.06,2.53  0.12,1.930.05,2.87  0.32,0.54 0.23,4.74  0.84,0.450.01
