,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Food group,Product group,Na,,,,,,K,,,,
1,,,Number of,Mean,Mina,Maxb,P95c,>LOQ(%,Mean,Min,Max,P95a,>LOQ(%)
2,,,samples (n),,,,,,,,,,
3,Cereals and cereal products,Pastries,18,2632,1450,5950,4038,100,2139,1240,3330,3237,100
4,,Bread and rusk,14,1104,4760,"10,100",1445,100,2389,1540,3300,3399,100
5,,Cereals for breakfast,,1104,677,1520,1445,100,528,1390,3300,3088,100
6,,,6,,,,,,,,,,
7,,Pasta,4,1380,139,3440,3079,100,528,277,893,857,100
8,,Rice and semolina,5,1347,102,3230,3130,100,961,283,2400,1976,100
9,,Viennese bread and buns,6,5207,4050,6880,6665,100,1977,1500,2400,2365,100
10,,Biscuits,24,5557,785,9370,8332,100,9702,1000,"16,800","16,770",100
11,,Total,77,4216,102,"10,100",7690,100,4378,277,"16,800","14,920",100
12,Cooked dishes and snacks,Cooked dishes,68,3748,345,8530,7732,100,2404,1330,6200,3413,100
13,,Sandwiches,30,5995,4110,"11,200",7810,100,2452,348,3650,3153,100
14,,Dessert,28,623,350,1620,986,100,1747,692,3980,3202,100
15,,"Pizzas, quiches and salted cakes",,6348,5400,8110,7800,100,2310,1740,2860,2820,100
16,,Total,130,3674,345,"11,200",7694,100,2271,348,6200,3408,100
17,Dairy products,Milk,38,432,349,519,508,100,1706,1410,2690,1931,100
18,Dairy products,Ultra fresh dairy products,91,467,223,1360,662,100,1706,991,2740,2425,100
19,,Cheese,16,7489,3550,"18,200","13,100",100,1196,716,1930,1765,100
20,,Total,145,1232,223,"18,200",6832,100,1643,716,2740,2354,100
21,Drinks,Alcoholic drinks,30,45,12,49,49,100,623,326,1790,1543,90
22,,Coffee,30,45,13,115,115,100,1266,326,2480,1808,100
23,,Hot drinks,31,250,15,509,509,100,1284,66,2960,2580,100
24,,Soft drinks,46,25,2,319,172,70,6,2,48,27,20
25,,Soft drinks,26,61,4,319,319,92,877,2,2010,1963,96
26,,Total,143,85,2,509,509,89,749,2,2960,2394,73
27,Eggs and egg products,Eggs and egg products,30,1903,872,6590,3705,100,1767,45,"12,300",2009,100
28,Tofu,Tofu,2,1390,1200,1580,1561,100,1695,221,1720,1718,100
29,Fat and oil,Butter,6,3495,120,7950,7783,100,382,221,529,511,100
30,,Margarine,4,1665,1350,1920,1898,100,311,188,498,467,40
31,,Oil,10,11,2,55,50,20,16,2,107,68,40
32,,Total,20,1387,2,7950,7314,60,185,2,529,500,70
33,Fish and fish products,Fish,46,2572,228,"15,000",8013,100,3379,1870,5560,4970,100
34,,Shellfish,37,5299,388,8920,8564,100,2329,1050,4340,3732,100
35,,Total,83,3787,228,"15,000",8753,100,2911,1050,5560,4702,100
36,Fruits and vegetables,Nuts and oilseeds,4,2148,214,4270,4207,100,1798,7110,3840,3840,100
37,,Fruits,48,16,2,157,63,53,1798,933,3840,3840,100
38,,Potato-based products,48,853,4,3620,3332,92,3815,995,8840,7534,100
39,,Vegetables,269,853,4,28,4000,98,2580,231,"25,800",4322,100
40,,Compotes and stewed fruits,8,1310,4,1710,26,75,1247,996,1630,1602,100
41,,Dried vegetables,18,1310,40,1710,1702,100,2321,1350,3290,2959,100
42,,Total,422,748,2,5780,3269,89,2591,231,"25,800",5130,100
43,Ice cream,Ice cream,2,669,597,741,"21,510",100,2920,2510,3330,3289,100
44,Meats and offal,Delicatessen,79,"12,422",4650,"24,800","21,510",100,3910,1300,7510,6531,100
45,,Meat,80,823,478,2550,1544,100,4003,2590,6710,4595,100
46,,Offal,16,1181,529,2030,1948,100,4246,2510,4760,4595,100
47,,Poultry,38,1108,529,2590,1998,100,4246,2,7000,5619,97
