,0,1
0,,"Assess:15,185-200."
1,"D.M,Bogdanovic,T.,Petricevic,S.,Ujevic,I.,2016.Element differences and eva-","Molin,M.,Ulven,S.M.,Meltzer,H.M.,AlexanderJ.,2015.Arsenic in the human foc"
2,luation of the dietary intake from farmed oysters and mussels collected at different,"chain, biotransformation and toxicology-review focusing on seafood arsenic. J. Tr"
3,"sites along the Croatian coast of the Adriatic Sea.J.Food Compos.Anal.45,39-49","Elem.Med Biol.31,249-259."
4,"en,M.,Frimmel,F.H.,2003.Arsenic-a review.Part I:occurrence,toxicity,speciation","Nischwitz,V.,Pergantis, S.A.,2005.Liquid chromatography online with selected react"
5,"mobility.Acta Hydrochim.Hydrobiol.31,9-18.",
6,"o-Sancho, G.,Perello, G.,Maulvault, A.L., Marques,A., Nadal, M.,Domingo, J.L.","epecies in rrude extracts of marine reference materials.Anal. Chem.77,5551-55"
7,"2015.Oral bioaccessibility of arsenic,mercury and methylmercury in marine species","Olmedo,P.,Pla,A.,Hernandez,A.F.,Barbier,F.Ayouni, L.,Gil,F.,2013.Determinati"
8,commercialized in Catalonia (Spain) and health risks for the consumers. Food Chem,"of toxic elements (mercury, cadmium, lead, tin and arsenic in fish and shellfish"
9,"Toxicol.86,34-40.","samples.Risk assessment for the consumers.Environ.Int.59,63-72."
10,,"Peshut,P.J.,Morrison,R.J.,Brooks,B.A.,2008.Arsenic speciation in marine fish anc"
11,,"shellfish from American Samoa.Chemosphere 71,484-492"
12,"Zhejiang Coastal Area, China, May 1998.Bull. Environ. Contam. Toxicol.73,","Rangkadilok, N., Siripriwon,P., Nookabkaew, S.,Suriyo,T., Satayavivad, J.,2015."
13,583-590,
14,,"area in Thailand, and the potential toxic effects on human cells. Arch. Environ."
15,"broiler poultry feed and litter in Maryland,USA.Environ.Sci.Technol.49","Contam.Toxicol.68,169-180."
16,1999-2012.,
17,"ter, S.,Maher, W., Krikowa,F., Apte, S.,2007.A microwave-assisted sequential ex","Sanchez-Rodas,D.,de la Campa,A.M.S.,Alsioufi,L.,2015.Analytical approaches for"
18,traction of water and dilute acid soluble arsenic species from marine plant and animal,"arsenic determination in air:a critical review.Anal.Chim.Acta 898,1-18."
19,"tissues.Talanta 71,537-549.","Schmidt,L.,Landero,J.A.,Santos,R.F.,Mesko,M.F.,Mello.P.A.,Flores.E.M.M.,Caru"
20,"cesconi,K.A.,Edmonds,J.S.,1998.Arsenic species in marine samples.Croat.Chem","J.A.,2017.Arsenic speciation in seafood by LC-ICP-MS/MS:method developmen"
