,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,,,2107,,,,2000,,,,,,,,,8008,,
1,,VN,,VN,VN,,,VN,,VN,,,,,VN,,VN,
2,,VN,,VN,,,,VN,,VN,,80 1500 1800 6980,,,VN,,VN,VN
3,,VN,,VN,,,,,,VN,,80 1500 1800 6980,,0002,VN,,VN,VN
4,,VN,,VN,,,,VN,,VN,,80 1500 1800 6980,,,VN,,VN,
5,Ry,VN,,NA,VN,VN,,VN,,VN,,80 1500 1800 6980,,,VN,,VN,
6,,,,,,,,,,,,,,8890,,,,
7,,,,1117,,11115,,,,1133,,,,,,,,
8,,,,1111,,11111-,,,,,,,,,,,040.4,
9,,,,,,,,1960,,,,,,,,,1860,
10,,,,,008'0,,,,,,,0660,,1860,,,1111,
11,,,,,,,,,ZSS,,ZSS,,ZSS,,,,,
