,0,1,2,3,4,5,6,7,8
0,Common name/Scientific name,Dry,Crude,Ether,Crude,N-free,,,Plasma
1,,matter,proteinextract,proteinextract,fibre,extract,Ash,PERb,SCNC
2,,,,,,,,,(ug/mL
3,Cassava/Manihot esculenta,29.3,2.1,0.53,1.2,94.2,1.8,2.21 0.24,4.4
4,Cocoyam/Xanthosoma sagittifolium,27.0,7.8,0.25,1.4,86.2,4.3,2.79  0.28,1.1
5,White yam/Dioscorea rotundata,22.5,5.3,0.38,1.5,90.4,2.3,2.25  0.10,1.4
6,Yellow yam/Dioscorea cayanensis,18.1,3.5,0.15,1.0,92.2,3.1,2.66  0.20,1.8
7,Plantain/Musa sapientum,33.6,3.2,0.53,0.43,90.7,5.2,2.38+0.24,1.1
8,Breadfruit/Artocarpus communis,84.1,8.1,2.0,1.2,87.2,1.5,2.810.10,1.1
9,Maize/Zea mays,,,,,,,2.500.40,1.6
