,0,1,2,3,4,5,6,7,8,9
0,,,,Soaked,Soaked,,,Cooked,,
1,,,Total raw,Total soaked,Total soaked,Soluble,Dialyzed,Total cooked,Soluble,Dialyzed
2,LENTIL,,,,,,,,,
3,Brand 1,Batch 1,885,38  2,38  2,6.4  0.9,4.1  2.0,7.10.3,5.1  0.0,4.1  2.6
4,,Batch 2,84  6,36  2,36  2,6.5  1.2,2.7  0.9,12 1,5.5  0.2,3.2  0.7
5,,Batch 3,91 12,43  6,43  6,6.1  1.4,3.6  0.8,7.10.6,3.7  0.5,3.1  0.9
6,Brand 2,Batch 1,108 7,51, 3,8.1  0.4,3.8  1.6,7.80.3,8.2  3.2,2.2  1.2
7,,Batch 2,914,47, 2,8.0  2.3,1.8  0.9,7.7 0.3,6.6  0.5,2.8  1.0
8,,Batch 3,10734,45,14,5.0  2.2,1.7  0.4,131,6.4  0.8,2.4  0.7
9,Brand 3,Batch 1,586,28,3,5.0  2.6,3.0  1.9,141,9.4  0.4,2.5  0.2
10,,Batch 2,594,28, 2,4.2  0.1,2.2  1.0,131,6.3  1.9,3.3  0.5
11,,Batch 3,694,29, 2,4.6  0.9,1.8  1.1,110,5.5  1.1,2.3  0.3
12,Average value,,8419,38, 8.8,6.0  1.4,2.7  0.9,103,6.3  1.7,2.9  0.6
13,CHICKPEA,,,,,,,,,
14,Brand 1,Batch 1,49  2,22  1,22  1,123,3.3  1.3,7.2  1.6,102,3.6  1.0
15,,Batch 2,44  2,18 1,18 1,6.8  0.0,3.0  0.9,8.3  0.8,7.0  0.5,4.8  1.0
16,,Batch 3,3,19,1,7.4  0.9,2.5  0.6,4.4  1.4,7.2  0.6,4.0  0.6
17,Brand 2,Batch 1,34  1,18,1,7.9  0.5,2.3  0.9,8.2  0.6,8.3  0.7,4.1  1.6
18,,Batch 2,503,25, 2,7.9  3.6,2.4  1.1,120,9.7  0.2,4.6  2.1
19,,Batch 3,503,20,+,5.0  1.8,2.41.0,9.6  0.5,8.9  0.9,3.7  0.5
20,Brand 3,Batch 1,3,22,+,6.6  1.1,3.0  1.6,101,141,3.7  1.1
21,,Batch 2,2,19,1,6.3  1.1,2.8  2.1,120,6.6  0.1,5.1  1.8
22,,Batch 3,8,21, 3,6.7  1.8,3.5  2.0,101,8.7  0.3,3.4  0.9
23,Average value,,45 6,20  2,20  2,7.4  2.0,2.8  0.4,9.1  2.4,8.9  2.2,4.1  0.6
24,BEAN,,,,,,,,,
25,Brand 1,Batch 1,48  1,21  1,21  1,101,3.5  1.2,131,8.1  1.0,3.4  0.6
26,,Batch 2,44  5,, 2,112,4.6  1.2,7.6  0.3,5.5  0.4,4.4  1.1
27,,Batch 3,46  3,22, 2,8.3  1.8,5.1  0.8,3.9  1.0,6.0  0.1,2.5  0.7
28,Brand 2,Batch 1,47  3,22, 2,8.6  0.6,3.9  0.9,131,7.5  0.2,4.1  0.9
29,,Batch 2,433,20, 1,9.9  0.4,2.8  1.3,111,9.9  0.3,3.8  0.3
30,,Batch 3,423,22, 2,102,4.5  1.5,121,150,5.7  0.8
31,Brand 3,Batch 1,49 3,24  2,24  2,110,2.5  1.0,161,183,4.6  0.3
32,,Batch 2,423,19 1,19 1,8.4  0.5,2.8  1.1,121,6.5  0.9,3.7  1.1
33,,Batch 3,424,20  2,20  2,9.2  1.9,3.0  1.5,9.2  0.1,7.7  0.2,2.9  0.6
34,Average value,,453,212,212,9.7  1.2,3.6  0.9,114,9.4  4.4,3.9  0.9
