,0,1,2,3,4,5,6,7
0,Food,Scientific name,Content (ug/g wet weight),Content (ug/g wet weight),,% Ubiquinol-,Sampling,Preparation
1,,,,,,10c,,
2,,,Ubiquinol-,Ubiquinone-,Total,,,
3,,,10a,10a,"CoQia,b",,,
4,Fruits,,,,,,,
5,Orange,,0.880.22,0.140.07,1.020.28,86.5,One whole orangee.g,Peeled
6,Grapefruit,Citrus X paradisi,1.05+0.22,0.260.06,1.300.16,80.3,"One whole grapefruite,h",Peeled
7,Strawberry,,0.330.09,0.180.02,0.51+0.11,65.3,"20 strawberriese,g",Excludes calyx
8,Banana,Musa spp.,0.220.02,0.600.03,0.820.05,26.7,A bunche.i,Peeled
9,Apple,Malus pumila var.,0.620.09,0.590.09,1.210.02,51.0,One whole applee.g,Peeled
10,,domestica,,,,,,
11,Persimmon,Diospyros kaki L.,0.600.08,0.170.03,0.770.09,77.3,One whole,"Peeled,excludes"
12,,,,,,,persimmone.g,seeds
13,Avocado,Persea americana,3.140.40,6.340.48,9.480.84,33.1,One whole avocadoe.j,"Peeled,excludes"
14,,,,,,,,seeds
15,Potatoes,,,,,,,
16,Sweet,Ipomoea batatas L.,1.820.10,1.190.09,3.010.15,60.5,One whole sweet,Peeled
17,potato,,,,,,potatoe.g,
18,White,Solanum tuberosum,0.680.08,0.380.05,1.050.11,64.1,One whole white,Peeled
19,potato,L.,,,,,potatoe.g,
20,Japanese,Colocasia esculenta,1.18+0.11,0.620.06,1.800.17,65.6,One whole Japanese,Peeled
21,taro,,,,,,taroe.g,
22,Pulses,,,,,,,
23,Natto,,3.600.61,1.970.63,5.571.24,64.6,A 45 g packf.g,
24,Tofu,,1.100.23,1.760.07,2.860.20,38.6,A 350 g packfg,
25,Adzuki,Vigna angularis,0.720.04,1.600.23,2.310.22,31.0,A 250 g packe.g,
26,bean,,,,,,,
