,0,1,2,3
0,Family-Subfamily,Common name,Traditional use by local population,Information on
1,Botanical name,(in Portuguese),,nutritional and
2,[type of environment/vegetation: harvesting date],,,antinutritional properties
3,voucher number,,,
4,Fabaceae-Caesalpinoideae,,,
5,Caesalpinia bracteosa Tul.,"""Catingueira""","Used in civil construction,as charcoal",Not available
6,[Semi-arid Caatinga: January/2005],,"as vermifuge,treatment of respiratory",
7,EAC 39616,,"infections,dysentery,hepatitis and",
8,,,"anemiaMaia,2004)",
9,Caesalpinia ferrea Mart.,"""Juca""pau-ferro",Treatment of diabetes and bronchial and,Not available
10,"[Araripe National Forest,moist forest:January/2005]",,"lung diseases (Maia,2004)",
11,EAC39616,,,
12,Dimorphandra gardneriana Tul.,"""Fava d'anta""","Treatment of hemorrhoids,varicose veins,",Not available
13,"[Araripe National Forest,moist forest:March/2007]",,haematome and other vascular diseases,
14,EAC 39617,,"(Agra et al.,2007",
15,Hymenaea courbaril L.,"""Jatoba""",Human food,Not available
16,"[Araripe National Forest,moist forest:January/2005]",,,
17,EAC 38108,,,
18,Pterogyne nitens Tul.,"""Madeira-nova""",Not described,Not available
19,"[Araripe National Forest,moist forest:March/2007]",,,
20,EAC 39793,,,
21,Senna obtusifolia (L.) H.S. Irwin & Barneby,"""Mata pasto""","Used as abortive,laxative,sedative and",Not available
22,[Semi-arid Caatinga:July/2005],,in the treatment of amenorrhea and,
23,EAC 39320,,"rheumatism (Agra et al.,2007",
24,Senna rugosa(G.Don H.S.Irwin & Barneby,"""Lagarteiro""",Not described,Not available
25,"[Araripe National Forest,moist forest:September/2005]",,,
26,EAC 38112,,,
27,Fabaceae-Faboideae,,,
28,Dioclea megacarpa Rolfe,"""Mucuna""",Not described,Lectin activity
29,"[Araripe National Forest,rainforest:January/2005]","""olho-de-boi""",,"Moreira et al.,1997"
30,EAC 38110,,,
31,Erythrina velutina Willd.,"""Mulungu""",Used in the treatment of,Lectin activity
32,[Semi-arid Caatinga: September/2005],,"insomnia, coughs and as","Moraes et al.,1996"
33,EAC35979,,vermifugeAgra et al.2007,
34,Lonchocarpus sericeus(PoiretKunth,"""Inga""",Not described,"Proximate composition,"
35,[Semi-arid coast zone:October/2006],,,"energy, antinutrients, amino"
36,EAC 39615,,,acid composition and feeding
37,,,,trials with rats
38,,,,Proll et al.1998
39,Fabaceae-Mimosoideae,,,
40,Albizia lebbeck L.Benth,"""Timbauba""",Used in civil construction and,Chemical composition and
41,[Semi-arid Caatinga: November/2006],,as charcoal (data non-published),secondary metabolites
42,EAC 39608,,,Babayemi et al.2004
43,Enterolobium contortisiliquum (Vell.) Morong,"""Orelha-de-macaco""",Used as anti-inflammatory,Kunitz-type trypsin
44,[Semi-arid Caatinga:September/2005],"""orelha-de-negro""","(Agra et al.,2007)",inhibitory activity
45,EAC 38115,,,"Batista et al.,1996"
46,Parkia platycephala Benth,"""Visgueiro""",Used as animal feed,"Lectin activityMann et al.,2001"
47,"[Araripe National Forest,moist forest:March/2007]",,(data non-published),
48,EAC 38109,,,
49,Piptadenia moniliformis Benth.,"""Catanduva""",Used in civil construction and as,Not available
50,[Semi-arid Caatinga:March/2007],,"charcoal(Maia,2004)",
