,0,1,2,3,4
0,Technique,Sensing layer,LOD,LOQ,References
1,,(Analyte),(mM),(mM),
2,SERS,AuNPs/glass,42,57,Mukanova
3,,,,,et al.2018
4,EIS,ZnO-PVA,30,N.A.," Parsaee,"
5,,,,,2018
6,SERS,AuNPs/Al foil,24,26,Mukanova
7,,,,,et al.2018
8,SERS,AuNPs/Au film,17,18,Mukanova
9,,,,,et al. 2018
10,Reflectometric,Silica-gel,10,N.A.,"Parsaee,"
11,,nanoparticles,,,2018
12,Electrochemical,Polycarbonate foils,10,N.A.,Botewad et
13,,irradiated,,,al.2021
14,Colorimetric,SiO2NPs,10,N.A.,Botewad et
15,,,,,al.2021
16,DPV,CH-Fe3O4 /TiO2,5,N.A.,"Parsaee,"
17,,,,,2018
18,EIS,TiO2/Er2O3,3,N.A.,"Parsaee,"
19,,,,,2018
20,CV,Urs-GLDH/Nano-,2.25,N.A.,"Parsaee,"
21,,ZnO/ITO,,,2018
22,Fiber optic sensor,ZnO nanorods,1.185,3.601,Present
23,,,,,work
