,0,1,2,3,4,5,6
0,Sample,Sample,,Recovery (%),,,
1,,,,-Tocopherol,-Tocopherol,-Tocopherol,-Tocopherol
2,Fruit,Fruit,,,,,
3,,1,Apples (n=2),100,92.2,97.6,93.2
4,,2,Apple sauce (n = 2),93.4,98.7,94.3,94.1
5,,3,Avocadoes (n =4),95.110.29,82.3,93.69.24,99.28.86
6,,4,Bananas(n=1,92.5,NDa,94.8,91.1
7,,5,Cherriesn=2,92.9,100,94.2,106.7
8,,6,Fruit cocktailn=2,101.6,93.8,92.7,91.8
9,,7,Figsn=2,81.8,ND,81.2,ND
10,,8,Grapefruit (n =2,94.0,96.8,98.4,84.2
11,,9,Kiwi (n =1,95.4,ND,96,ND
12,10,10,Nectarines n=3,96.1+6.70,100.0,96.39.18,95.0
13,,11,Olives (n =2,117.1,100.5,91.6,97
14,12,12,Orangesn=2,95.6,98.9,100.7,93.3
15,13,13,Orange juice (n=2),91.9,100.0,91.5,100.5
16,14,14,Peaches (n = 2),107.1,97.8,98.0,96.5
17,15,15,Plums (n = 1),89.7,ND,87.6,110.2
18,16,16,Prune juice (n = 2),101.0,100.0,88.4,89.7
19,17,17,Raspberries (n =2),98.4,ND,96.2,ND
20,18,18,Strawberries (n = 3),89.41.96,ND,89.25.36,ND
21,19,19,Watermelon (n=2,106.2,97.8,96.7,94.8
22,Mean+S.D.19fruit,,,96.8  7.72,96.85.04,93.64.63,95.86.49
23,Vegetables,Vegetables,,,,,
24,,1,Asparagusn=4,92.6  3.29,97.3+8.43,94.94.50,100.21.01
25,,2,Broccoli n=3),101.16.58,92.00.14,94.32.44,101.44.09
26,,3,Brussels sprout (n = 2),98.9,100.8,97.9,101.8
27,,4,Carrots (n=7),92.3+6.95,98.77.14,91.610.88,97.93.32
28,,5,Celery (n=2,93.6,94.3,93.5,98.0
29,,6,Corn (n=2),101.6,95.6,96.5,95.1
30,,7,Lettucen=5,97.86.56,102.3,101.4+9.17,101.45.39
31,,8,Okra (n = 2),105.0,98.1,88.9,91.1
32,,9,Onions (n=2),92.6,90.0,99.4,108.3
33,10,10,Parsley(n=2,96.4,92.1,90.5,92.3
34,11,11,Peppers (n = 2),99.6,100.0,90.6,87.5
35,12,12,Spinachn=5,98.69.91,100.0,95.63.85,92.45.66
36,13,13,Tomatoesn=2,104.7,ND,100.7,108.3
37,14,14,Tomato products (n = 4),104.7  6.46,ND,94.27.57,93.9+8.80
38,Mean+S.D.14 vegetables),,98.24.66,96.83.95,94.8+4.66,97.86.21,
