,0,1,2,3,4,5,6,7,8,9,10,11
0,Compounds,Beijing samples,Beijing samples,,Gansu province samples,Gansu province samples,Gansu province samples,,Shanxi province samples,Shanxi province samples,Hebei samples,Hebei samples
1,,A,B,C,D,E,,G,H,1,J,K
2,4-hydroxy benzoic acid,41.1,134.0,nd,39.5,48.6,33.5,43.9,nd,42.3,53.2,nd
3,Vanillic acid,10.7,25.9,nd,3.39,nd,14.7,3.67,20.1,16.1,62.2,27.0
4,Caffeic acid,10.7,25.9,8.84,3.20,3.83,2.14,3.67,nd,2.45,23.5,2.31
5,p-Coumaric acid,23.3,27.7,19.1,16.4,9.54,7.81,6.93,13.8,5.88,14.1,10.5
6,Benzoic acid,88.9,84.1,126.0,nd,124.0,nd,148.0,nd,nd,nd,nd
7,Ferulic acid,28.3,11.3,26.2,nd,17.9,9.59,14.5,16.0,11.2,59.5,45.2
8,Isoferlic acid,43.1,9.63,nd,28.0,nd,2.19,8.56,8.64,3.74,nd,19.1
9,"3,4-dimethoxycinnamic acid",13.8,9.63,14.9,21.3,nd,12.2,9.76,7.47,26.1,84.5,19.1
10,Cinnamic acid,1.24,0.63,0.92,0.95,2.23,0.79,0.81,0.42,0.96,,0.75
11,Abscisic acid,134.0,133.0,202.0,130.0,132.0,72.8,114.0,214.0,120.0,212.0,143.0
12,Benzyl caffeate,103.0,95.2,58.9,61.9,nd,nd,nd,nd,nd,nd,nd
13,Phenethyl caffeate,20.5,14.8,nd,nd,nd,nd,nd,5.37,nd,nd,nd
14,Pinobanksin-3-O-acetate,19.4,22.6,nd,nd,nd,nd,nd,11.9,nd,nd,nd
15,5-methoxy pinobanksin,50.9,49.8,36.6,24.7,39.1,nd,nd,nd,22.0,36.7,33.6
16,Pinobanksin,134.0,79.7,50.7,15.0,27.5,nd,nd,27.3,13.8,nd,76.0
17,Alpinetin,19.4,10.2,42.1,nd,nd,nd,nd,nd,nd,nd,nd
18,Kaempferol,5.82,8.24,7.53,3.88,13.6,4.88,15.3,3.18,3.49,16.8,3.17
19,Pinocembrin,65.8,47.7,20.0,8.98,8.23,nd,45.3,14.0,10.3,10.5,8.13
20,Chrysin,76.0,69.5,41.1,26.5,24.5,nd,nd,30.5,28.9,17.2,25.3
21,Galangin,32.0,26.2,21.5,17.6,nd,nd,nd,18.6,17.5,17.2,nd
