,0,1,2,3
0,Food,Vermacular,Scientific Name,
1,,Name,,
2,Cereal Flars,,,
3,Maize Flour,,Zea mays L. (Gram.),
4,95 extraction Mgayewa,95 extraction Mgayewa,,
5,65% extraction,White Ufa,,
6,Bran,Madea,,
7,Sorghum Flour,Mapila,Sorghum bicolor  (L. Moench Gram),Sorghum bicolor  (L. Moench Gram)
8,Legurmes,,,
9,Cow peas,Khobwe,Vigna unguiculata (L. Walp.,Vigna unguiculata (L. Walp.
10,Bengal beans,Kalongonda,Stizolobium aterrimm Piper & Tracy,Stizolobium aterrimm Piper & Tracy
11,,,Papil.),
12,Ground bean,Nyzama,Voandzeia subterranea Thou.(Papil.),Voandzeia subterranea Thou.(Papil.)
13,Groundruts,Ntedza,Arachis hypogaea L. (Papil.),Arachis hypogaea L. (Papil.)
14,Pigeon peas,Nandolo,Canjarus cajan(L.Millsp.Papil.),Canjarus cajan(L.Millsp.Papil.)
15,Kidney beans,Mbwanda,Phaseolus vulgaris L. (Papil.),Phaseolus vulgaris L. (Papil.)
16,Lima beans,Kabaifa,P. lunatus L.,
17,Hyacinth bean,Mkhungudza,Lablab purpureus L.Sweet.Papil.),Lablab purpureus L.Sweet.Papil.)
18,Vegetables & Roots,,,
19,Pumpkin leaf,Dzungu,Cucurbita maxima,Duch.ex Iam.
20,Chinese cabbage Turniposi,Chinese cabbage Turniposi,Brassica chinensis L. (Crucif),Brassica chinensis L. (Crucif)
21,Wild Blite,Bonongwe,Amaranthus thunbergii Mog.,Amaranthus thunbergii Mog.
22,Cassava,Chinangwe,Manihot esculenta Crantz (Eumhorb.,Manihot esculenta Crantz (Eumhorb.
23,Okra,Thelele,Abelmoschus esculentus (L.) Moench,Abelmoschus esculentus (L.) Moench
24,,,(Malvac.),
25,Sweet potato,Mbatata,Ipomoea batatas L.) Lam.,Ipomoea batatas L.) Lam.
26,Fruits,,,
27,Avocado pear,Ovakado,Persea americana Mill. Laurac.),Persea americana Mill. Laurac.)
28,Banana,Ntochi,Musa paradisiaca L. (M. sapientum L.,Musa paradisiaca L. (M. sapientum L.
29,Mango,Mango,Mangifera indica L. (Anacard.),Mangifera indica L. (Anacard.)
