,0,1,2,3,4,5,6,7,8,9,10
0,Product,N,Al*,Ca*,Cu*,Fe*,K*,Mg*,Mn*,Se*,Zn*
1,Beef,24,0.490.4,55  28,0.70  0.15 a,20 7.3 a,2850  1474,200  64,0.10  0.07 a,0.23  0.54,4814a
2,,,(0.047-1.76),(32-112,(0.40-1.1,(8.2-34),(26-4513,(2.4-270),(0.03-0.34),(0.03-2.7),(19-68)
3,Pork,32,0.470.30,4117,0.60  0.16 a,1110a,2510 1743,21070,0.13  0.14 a,0.130.04,2615a
4,,,(0.043-1.12),(0.36-65,(0.38-1.1,(0.67-56),(2.6-4440),17-346,(0.03-0.81),(0.03-0.26),11-90
5,Chicken meat,14,0.51 0.20,58  20,0.36 0.09 a,4.2  0.87 a,3764  192,30025,0.32  0.31 a,0.190.17,7.64.0a
6,,,(0.21-0.90,(41-77,0.29-0.56,2.4-5.7,(3621-4010),(278-330,(0.07-0.97),(0.07-0.58),1.2-16
7,TOTAL MEAT,70,0.490.30,48  22,0.59  0.19,1310,27471600,220  70,0.16  0.19,0.18  0.33,3020
8,,,(0.043-1.76,(0.36-110,(0.29-1.1,(0.67-56),(2.6-4513),(2.4-346),0.03-0.97,(0.03-2.7,(1.290)
9,Bovine liver,11,0.29  0.20,4020,72 53 a,73 69 a,3162 500,20035,2.9  0.91,0.43  0.13 a,7186
10,,,(0.099-0.48),0.42-57,(6.6-182),23-224),(2248-3944),167-280,1.7-5.1,(0.24-0.70,(29330)
11,Pork liver,12,0.430.20,52  9.1,6.4  1.7 a,254  223 a,2855  282,19517,3.1  0.58,0.66  0.11 a,7120
12,,,0.16-0.74,(36-64,(4.3-9.8,1.5-870),(2400-3394),174-233),(2.4-4.4),(0.51-0.86),39-112
13,TOTAL LIVER,23,0.38  0.20,47 16,38  49,170  190,3017430,200  27,3.0  0.74,0.55  0.17,71  60
14,,,(0.099-0.74,(0.42-64),4.3-182,(1.5-880,(2247-3944),167-280,(1.7-5.07,(0.24-0.86),(29-330
15,Bacon,5,2.0  1.0a,10332,0.85 0.30 a,2115a,4410 2092,295  170 a,0.27 0.13a,0.20  0.05 a,3416a
16,,,1.1-3.0,78-150,(0.52-1.2,5.9-45,(2523-6660),(154-480,(0.08-0.41),(0.16-0.27,19-51
17,Ham,20,2.3  3.3 a,138  57,0.45  0.15 a,6.3 1.6 a,25102810,15050,0.19  0.20 a,0.12  0.07 a,146.4a
18,,,0.54-13),(2.7-200,0.18-0.90,(1.6-8.7,(41-7260,19-225,(0.07-1.0),(0.06-0.36),(8.0-40
19,Prosciutto,7,0.56  0.3 a,5085,1.0  0.07 a,130.91a,23123100,140 190 a,0.24  0.06 a,0.26  0.03 a,327.1 a
20,,,(0.13-1.1,1.1-150,(0.90-1.09,11-14,(29-6000),(1.9-363),(0.18-0.34),(0.22-0.30),25-42
21,Sirloin,5,1.2  0.8 a,188  213,0.60  0.20 a,9.6  5.6 a,3910  2700,21054a,0.10  0.05 a,0.18  0.08 a,21  6.5 a
22,,,(0.19-2.1,(37-340),(0.42-0.92,4.1-18,(3737-4223),150-260,(0.07-0.19),(0.10-0.29),12-30
23,TOTAL PORK,37,1.7  2.4,120  81,0.63  0.28,10  7.4,2954  2550,173  113,0.200.16,0.16  0.08,21  12
24,PRODUCTS,,0.13-13),(1.1-340),(0.18-1.2,1.6-45,(29-7260),1.9-480,(0.07-1.0),(0.06-0.36),8.0-51
25,Beef with,10,3.2  1.0 a,152 75,0.89  0.35,9.1  6.7,2030  660,20480a,1.6  1.0 a,0.08  0.10,1512
26,vegetables,,1.7-5.0,(79-290),(0.53-1.5,2.8-22,(1232-2815),(125-3212),(0.48-3.6),(0.01-0.35),5.4-45
27,Pork with,7,1.98  0.2 a,79  9.0,0.760.36,7.8  4.3,1855170,734680 a,0.74  0.30 a,0.150.16,3036
28,vegetables,,(1.8-2.3),(70-91,(0.52-1.5,(2.216),(1680-2020),(145-1400),(0.17-1.2,(0.06-0.51),(10-110
29,Beef breakfast,10,2.03  0.3 a,14091,0.710.16,9.1 5.1,1930 430,16047a,0.69  0.55 a,0.08  0.02,23  16
