,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,,Nutritive Aspects,Average Monthly Precipitation by Zenith,Average Monthly Precipitation by Zenith,Average Monthly Precipitation by Zenith,,,,,,,,,
1,,,1,2,3,4,5,6,7,8,9,10,11,12
2,Proximate Analyses,Water (fruit),-0.23,-0.32,0.46,-0.43,-0.40,-0.44,-0.07,0.24,0.39,0.08,-0.19,-0.41
3,,Energy,-0.40,-0.32,-0.28,-0.46,-0.56,-0.33,-0.46,-0.51,-0.48,-0.71,-0.74,-0.75
4,,Crude Protein,-0.38,-0.40,-0.46,-0.52,-0.52,-0.50,-0.33,-0.11,-0.02,-0.30,-0.50,-0.52
5,,Actual Protein,0.09,0.07,0.10,-0.07,-0.01,-0.12,-0.35,-0.15,-0.13,-0.14,-0.17,-0.13
6,,All Protein,-0.26,-0.32,-0.34,-0.41,0.40,-0.40,0.29,-0.12,0.04,0.26,-0.38,-0.44
7,,Fat,-0.29,-0.38,-0.52,-0.46,-0.37,-0.28,0.29,-0.20,-0.13,-0.30,-0.42,-0.45
8,,All Fat,-0.30,-0.38,0.46,-0.44,-0.36,-0.26,-0.30,0.22,-0.16,-0.32,-0.43,-0.44
9,,Starch,0.20,0.43,0.53,0.40,0.25,0.66,-0.89,-0.87,-0.76,-0.67,-0.28,0.18
10,,Total Carboydrates,-0.56,-0.46,-0.42,-0.50,-0.52,-0.29,-0.60,-0.71,-0.77,-0.85,-0.82,-0.81
11,,Crude Fiber,-0.56,-0.48,0.39,-0.38,-0.49,-0.51,0.63,-0.50,-0.46,-0.55,-0.58,-0.48
12,,Dietary Fiber,-0.46,0.04,-0.18,0.22,0.17,0.08,0.08,-0.01,0.10,-0.05,-0.19,-0.58
13,,Total Fiber,-0.42,-0.29,-0.30,-0.18,-0.30,-0.24,0.34,-0.34,-0.30,-0.40,-0.41,-0.48
14,,Ash,-0.54,-0.38,-0.35,-0.46,-0.45,-0.45,-0.50,-0.31,0.35,-0.47,-0.39,-0.53
15,Micro-and Macro-Nutrients,Ca,-0.27,-0.22,-0.13,-0.34,-0.34,-0.26,-0.38,-0.34,0.39,-0.40,-0.20,-0.25
16,,P,-0.38,-0.16,-0.06,-0.21,0.29,-0.13,0.42,-0.49,-0.60,0.61,-0.36,-0.53
17,,Mg,-0.35,-0.20,-0.12,-0.29,-0.10,-0.39,-0.34,0.16,0.27,0.06,-0.07,-0.37
18,,Na,-0.71,-0.28,-0.18,-0.35,0.24,-0.37,-0.36,0.05,0.18,0.07,0.22,-0.73
19,,K,-0.15,-0.11,-0.18,0.15,0.34,0.10,-0.14,-0.08,0.04,-0.11,-0.26,-0.47
20,,Fe,-0.46,-0.32,-0.25,-0.27,-0.31,-0.23,-0.37,-0.41,-0.33,-0.45,-0.51,-0.67
21,,Zn,0.08,0.82,0.78,0.27,-0.14,-0.02,-0.01,0.28,-0.59,-0.67,-0.63,-0.70
22,Vitamins,Thiamine,0.92,-1.00,-0.80,-0.98,-0.97,-0.93,-0.86,-0.39,0.39,-0.61,-0.12,-0.05
23,,Riboflavin,-0.08,-0.45,-0.51,-0.14,-0.07,-0.01,-0.50,-0.60,-0.69,-0.84,-0.59,-0.66
24,,Niacin,-0.36,-0.77,0.83,-0.57,-0.43,-0.44,0.72,-0.42,-0.45,-0.75,-0.55,-0.59
