,0,1,2,3,4,5,6,7,8,9,10,11,12
0,,Pulp,,,,,,Seed,,,,,
1,,16:0,16:1,18:0,18:1,18:2,18:3,16:0,16:1,18:0,18:1,18:2,18:3
2,Treatment,,,,,,,,,,,,
3,T100,15.8,0.88,1.97,71.0,9.61,0.76,12.7,0.43,2.36,71.9,12.0,0.29
4,T75,17.1,0.84,2.21,69.3,9.08,0.67,12.7,0.37,2.70,72.0,12.0,0.28
5,T50,15.3,0.88,1.92,71.6,9.54,0.70,12.6,0.37,2.62,72.4,11.7,0.24
6,T25,14.4,0.88,1.80,71.8,10.1,0.73,12.9,0.51,3.06,71.0,11.2,0.40
7,Crop season,,,,,,,,,,,,
8,2013-2014,18.5,0.94,2.69,70.9,6.30,0.65,17.1,0.80,3.91,71.2,6.53,0.39
9,2014-2015,14.4,0.86,1.62,70.9,11.3,0.63,10.5,0.35,2.49,72.0,14.1,0.30
10,2015-2016,14.0,0.81,1.61,70.9,11.1,0.87,10.5,0.11,1.65,71.9,15.6,0.22
11,LSDtreatment,ns,ns,ns,ns,ns,ns,ns,ns,0.44,ns,ns,ns
12,LSDerop season,1.94,ns,0.40,ns,1.03,0.12,1.13,0.22,0.38,ns,1.06,0.10
13,LSDinteraction,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns
