,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,,,,Calibration,Calibration,,,Cross -,,,External validation,External validation,External validation,,
1,Trait,Treatment,FPLS,,,,,Validation,,,,,,,
2,,,,n,R2c,RMSEC,RPDc,R2cv,RMSECV,RPDcV,n,R2p,RMSEP,RPDp,RER
3,L*,MSC + II deriv.+ SG,3,226,0.89,1.32,2.3,0.72,2.00,1.5,56,0.75,1.03,1.3,5.0
4,,filter,,,,,,,,,,,,,
5,a*,MSC+II deriv.+SG,3,217,0.54,1.73,1.2,0.48,1.32,1.6,54,0.48,1.07,1.1,4.6
6,,filter,,,,,,,,,,,,,
7,b*,MSC+II deriv.+SG,3,217,0.61,0.99,1.3,0.53,1.34,0.9,54,0.56,0.71,1.1,4.3
8,,filter,,,,,,,,,,,,,
9,Myoglobin (mg,MSC + II deriv.,2,219,0.84,0.13,1.8,0.68,0.26,1.0,55,0.74,0.11,1.3,6.7
10,81,,,,,,,,,,,,,,
11,CFL (%),MSC+II der.+SG,2,216,0.65,1.39,3.0,0.49,2.80,1.5,53,0.59,1.37,1.3,4.4
12,,filter.,,,,,,,,,,,,,
13,Shear Force (kg,MSC + II deriv.,2,218,0.80,0.23,3.1,0.66,0.77,0.9,55,0.70,0.44,1.9,10.6
14,cm2),,,,,,,,,,,,,,
15,Hardness (N),MSC + II deriv.,2,218,0.84,1.45,1.9,0.61,2.60,1.1,55,0.74,0.99,1.3,5.2
16,Cohesiveness,MSC + II deriv.,3,222,0.90,0.02,2.4,0.68,0.02,1.6,56,0.79,0.02,1.5,6.1
17,Springiness (mm),MSC + II deriv.,2,205,0.86,0.11,2.0,0.69,0.17,1.3,51,0.79,0.08,1.4,6.1
18,Chewiness (N x,MSC + II deriv.,2,214,0.87,0.85,2.0,0.65,1.25,1.4,53,0.78,0.50,1.3,4.6
