,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,,,Macro-element (g/100 g),Macro-element (g/100 g),Macro-element (g/100 g),,,,,,Micro-element (mg/100 g),Micro-element (mg/100 g),Micro-element (mg/100 g),,,
1,Processed form/Species,Product,,,,,CI,,,Si,,,,,,Reference
2,,,K,P,S,Na,CI,Mg,Ca,Si,Zn,Fe,Mn,Cu,Ni,
3,Brine treated boiled shoot of,Nugget,1.16,0.24,-,2.03,-,0.22,0.18,,,,-,,,Pandey et al.
4,"D. strictus, D. asper, B. tulda",Papad,1.15,0.24,-,1.72,,0.16,0.16,-,,,-,-,,(2012)
5,"D. strictus, D. asper, B. tulda",Pickle,1.80,0.20,-,3.50,,0.22,0.16,-,,,,,,(2012)
6,D. hamiltonii shoot,Biscuit,0.37,0.11,0.14,0.14,0.21,0.03,0.07,0.03,1.70,4.70,1.57,,1.80,(2018)
7,Boiled shoots of D. hamiltonii,Biscuit,0.18,0.08,0.13,0.15,0.15,0.03,0.04,0.03,1.17,3.58,,0.85,-,(2019)
8,Boiled shoots of D. hamiltonii,Namkeen,0.32,0.14,0.12,0.96,1.74,0.05,0.04,0.02,1.63,3.86,0.83,0.93,0.55,Meetei (2019)
9,Boiled shoots of D. hamiltonii,Noodles,0.23,0.13,0.13,-,0.09,0.05,0.03,0.01,1.11,3.72,0.73,0.63,0.15,Meetei (2019)
