,0,1,2,3,4,5,6
0,,E.umbellata,M.faya,R.grandifolius,S.lanceolata,V.cylindraceum,V.padifolium
1,Ag1,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.
2,Al,3030a,8050a,100100,4.7  0.5a,373a,255a
3,As2,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.
4,Ba,1.10.1a,0.5  0.3a,51,3.3  0.3b,5.60.5c,3.10.1b
5,Ca,1000100,900100a,1700400,1200100ab,1400100,86080ab
6,Cd3,N.D.,N.D.,N.D.,N.D.,N.D.,Detected
7,Co,0.030.01a,0.20.1b,0.050.01a,0.0160.005a,0.0080.001a,0.08  0.03a
8,Cr,Detected,0.60.5a,0.6 0.4a,0.12  0.01a,0.08  0.01a,Detected
9,Cu,6.0  0.9c,1.6  0.5a,51bc,3.5  0.3ab,3.7 0.3b,41bc
10,Fe,325a,11050b,12090b,285a,191a,173a
11,Hg3,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.
12,K,7900300c,4400 500ab,5000700b,15100400d,4700 300ab,3500400a
13,Mg,42010a,550100a,1500200b,159050b,420  20a,53010a
14,Mn,111a,93a,3010b,12 1a,1315c,445b
15,Mo,0.70.1b,0.11  0.05a,0.12  0.01a,Detected,N.D.,N.D.
16,Na,70 6a,2000 400c,7010a,65  3a,560 30b,605a
17,Ni,1.4  0.2b,1.6  0.6b,1.1 0.3ab,0.42  0.05a,0.36  0.03a,1.10.1ab
18,P,800100b,33050a,800200b,201070c,76030b,56040ab
19,Pb4,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.
20,Sb5,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.
21,Se6,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.
22,Sn5,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.
23,Ti,1.7 0.3a,2010a,2020a,0.690.05a,0.440.03a,0.5  0.2a
24,T15,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.
25,V7,Detected,0.3  0.2a,0.4  0.3b,Detected,N.D.,Detected
26,Zn,106ab,4.4  0.5ab,93b,5.9  0.4b,5.3 0.3b,5.4  0.9a
