,0,1,2,3,4,5
0,,Peaks location ex/em(nm),Peaks location ex/em(nm),,,
1,Sample,,,,,
2,,I,II,III,IV,V
3,Acacia-Ro,290/355,340/425,350/435,365/465,
4,Acacia-Fr,290/355,340/425,360/445,375/465,
5,Colza-Ro,290/360,340/430,370/465,385/470,
6,Colza-Fr,350/435,365/455,385/465,,
7,Honedrew-Ro,420/480,455/535,500/550,,
8,Honedrew-Fr,420/480,450/530,500/545,,
9,Linden-Ro,380/450,385/465,390/470,500/530,
10,Linden-Fr,380/465,450/465,390/470,405/510,
11,Sunflower-Ro,375/450,380/465,390/470,430/520,485/540
12,Sunflower -Fr,370/470,375/445,385/470,,
13,Chestnut-Fr,390/475,390/495,425/515,490/545,
14,Lavander-Fr,460/370,465/385,,,
