,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,Crop,Cultivar,FA,,10-FFA,,THF,,5-MTHF,,"5,10-MTHF","5,10-MTHF",5-FTHF,,Total folate,Total folate
1,,,Sask,Ros,Sask,Ros,Sask,Ros,Sask,Ros,Sask,Ros,Sask,Ros,Sask,Ros
2,Common bean,CDC Blackcomb,12.6,13.7,3.5,3.7,39.0,36.1,103.5,75.0,8.8,6.9,64.9,57.4,232.4,192.8
3,,CDC Pintium,9.0,9.4,3.7,3.4,21.5,22.6,67.7,81.8,11.0,10.2,51.9,54.4,164.6,181.9
4,,CDC Sol,13.2,12.3,3.1,3.0,35.1,25.3,61.9,68.3,16.9,12.5,86.6,70.0,216.8,191.4
5,,CDC WM-2,8.5,8.2,2.3,2.5,22.2,20.1,70.2,75.2,14.7,9.7,63.9,56.2,181.8,171.9
6,,Mean,10.8,10.9,3.2,3.2,29.4,26.0,75.8,75.1,12.8,9.8,66.8,59.5,198.9,184.5
7,,LSDo.05,1.4,1.0,1.1,0.7,4.7,3.7,11.6,10.4,3.9,1.0,5.3,8.6,11.6,18.6
8,,LSDo.05,Lim,Sask,Lim,Sask,Lim,Sask,58.1,Sask,Lim,Sask,Lim,Sask,Lim,Sask
9,Lentil,CDC Maxim,7.9,8.7,4.4,5.4,17.4,13.7,58.1,58.5,11.8,12.7,56.4,59.8,156.0,158.8
10,,CDC QG-1,6.9,6.7,2.6,3.3,19.5,20.0,72.1,51.9,10.1,9.9,56.5,53.8,176.6,145.6
11,,CDC SB-2,7.0,6.8,4.4,3.9,24.5,19.3,46.0,40.3,11.4,10.8,59.4,55.4,152.7,136.5
12,,CDC Greenstar,9.3,9.2,4.2,5.3,17.3,19.1,60.7,39.3,12.0,10.9,62.3,59.7,182.4,143.4
13,,Mean,7.8,7.9,3.9,4.4,19.7,18.0,59.2,47.5,11.3,11.1,58.7,57.2,166.9,146.1
14,,LSDo.05,0.8,1.3,1.1,1.2,1.5,3.5,10.7,15.6,2.7,2.1,5.4,4.0,27.4,17.0
15,,,Elr,Lim,Elr,Lim,Elr,Lim,Elr,Lim,Elr,Lim,Elr,Lim,Elr,Lim
16,Chickpea,CDC Leader,5.5,9.9,5.7,8.8,4.2,5.6,164.0,202.7,18.3,25.3,153.9,238.8,351.5,491.0
17,,CDC Consul,7.4,11.5,9.1,13.1,9.1,9.1,165.9,172.7,33.0,47.1,214.3,335.4,438.7,588.8
18,,CDC Cory,5.7,10.8,3.9,9.5,5.5,5.4,191.8,146.7,23.2,37.6,187.5,317.9,417.6,527.8
19,,CDC Frontier,5.8,9.6,5.1,10.1,6.1,6.5,192.6,175.8,20.0,30.3,181.0,307.3,410.6,539.6
20,,Mean,6.1,10.4,6.0,10.4,6.2,6.6,178.6,174.5,23.6,35.1,184.2,299.8,404.6,536.8
21,,LSDo.05,1.3,1.1,2.7,4.5,2.4,3.1,18.0,37.1,4.3,8.6,27.4,21.2,36.2,23.5
22,,,MP,Sask,MP,Sask,MP,Sask,MP,Sask,MP,Sask,MP,Sask,MP,Sask
23,Pea,CDC Amarillo,0.7,0.8,0.8,0.8,3.8,5.1,14.7,14.2,0.8,1.0,5.5,6.6,26.3,28.4
24,,CDC Dakota,0.7,0.7,1.1,1.0,6.3,6.9,15.6,16.6,0.9,0.8,2.2,3.6,26.9,29.6
25,,CDC Meadow,0.7,0.8,0.8,0.8,6.3,5.1,17.0,14.0,0.8,0.7,2.8,1.9,28.5,23.3
26,,CDC Striker,0.7,0.7,0.8,0.6,6.0,5.9,13.4,11.8,0.6,0.8,2.5,3.0,24.0,22.8
27,,Mean,0.7,0.8,0.9,0.8,5.6,5.8,15.2,14.1,0.8,0.8,3.3,3.8,26.4,26.0
28,,LSDo.05,0.2,0.2,0.5,0.2,1.1,1.0,2.7,1.1,0.5,0.5,2.0,0.7,5.2,2.3
